val_cross_entropy_step,step,val_acc,epoch,val_cross_entropy_epoch,cross_entropy_epoch,cross_entropy_step,train_acc
2.553537130355835,0,,,,,,
2.553269863128662,1,,,,,,
2.5600745677948,2,,,,,,
2.5338528156280518,3,,,,,,
2.605285406112671,4,,,,,,
2.563337802886963,5,,,,,,
2.526672840118408,6,,,,,,
2.5494072437286377,7,,,,,,
2.5681891441345215,8,,,,,,
2.573057174682617,9,,,,,,
2.5463831424713135,10,,,,,,
,40,0.5596590638160706,0,2.557551622390747,,,
,40,,0,,3.1064023971557617,,
,49,,1,,,2.6011860370635986,0.458984375
1.8236101865768433,11,,,,,,
1.847938060760498,12,,,,,,
1.896591305732727,13,,,,,,
1.8580936193466187,14,,,,,,
1.8961091041564941,15,,,,,,
1.8705400228500366,16,,,,,,
1.8969571590423584,17,,,,,,
1.8839925527572632,18,,,,,,
1.9016242027282715,19,,,,,,
1.8645646572113037,20,,,,,,
1.9204113483428955,21,,,,,,
,81,0.7208806872367859,1,1.8782211542129517,,,
,81,,1,,2.3881325721740723,,
,99,,2,,,1.78951096534729,0.6640625
1.2789828777313232,22,,,,,,
1.2797050476074219,23,,,,,,
1.2565799951553345,24,,,,,,
1.2063968181610107,25,,,,,,
1.2867369651794434,26,,,,,,
1.2759509086608887,27,,,,,,
1.2590216398239136,28,,,,,,
1.2502853870391846,29,,,,,,
1.2948577404022217,30,,,,,,
1.284350872039795,31,,,,,,
1.2359946966171265,32,,,,,,
,122,0.8304332494735718,2,1.2644420862197876,,,
,122,,2,,1.7365225553512573,,
,149,,3,,,1.2238911390304565,0.728515625
0.8719913959503174,33,,,,,,
0.8548217415809631,34,,,,,,
0.8369801640510559,35,,,,,,
0.8419245481491089,36,,,,,,
0.8599759340286255,37,,,,,,
0.8559341430664062,38,,,,,,
0.7876008749008179,39,,,,,,
0.8173156380653381,40,,,,,,
0.817624568939209,41,,,,,,
0.8870562314987183,42,,,,,,
0.8037545680999756,43,,,,,,
,163,0.8817471861839294,3,0.8395435810089111,,,
,163,,3,,1.2559515237808228,,
,199,,4,,,0.8910999894142151,0.798828125
0.6368135213851929,44,,,,,,
0.6156129837036133,45,,,,,,
0.6947475075721741,46,,,,,,
0.5943198204040527,47,,,,,,
0.5794475674629211,48,,,,,,
0.6226159334182739,49,,,,,,
0.62925785779953,50,,,,,,
0.6291239261627197,51,,,,,,
0.6232732534408569,52,,,,,,
0.6095975041389465,53,,,,,,
0.634331464767456,54,,,,,,
,204,0.8924005627632141,4,0.6244674324989319,,,
,204,,4,,0.9963324069976807,,
0.60526043176651,55,,,,,,
0.5401725769042969,56,,,,,,
0.49643686413764954,57,,,,,,
0.5683125853538513,58,,,,,,
0.5314798951148987,59,,,,,,
0.5219104290008545,60,,,,,,
0.5388845205307007,61,,,,,,
0.5124623775482178,62,,,,,,
0.5602249503135681,63,,,,,,
