val_cross_entropy_step,step,val_cross_entropy_epoch,val_acc,epoch,cross_entropy_epoch,cross_entropy_step,train_acc
,229,,,22,0.17213678359985352,,
0.48929986357688904,46,,,,,,
0.5001460909843445,47,,,,,,
,239,0.49472296237945557,0.855712890625,23,,,
,239,,,23,0.16425780951976776,,
,249,,,24,,0.17127159237861633,0.96435546875
0.48213377594947815,48,,,,,,
0.49763917922973633,49,,,,,,
,249,0.48988646268844604,0.860595703125,24,,,
,249,,,24,0.1592709720134735,,
0.5049886703491211,50,,,,,,
0.48341667652130127,51,,,,,,
,259,0.4942026734352112,0.853759765625,25,,,
,259,,,25,0.15427295863628387,,
0.48373547196388245,52,,,,,,
0.4738379418849945,53,,,,,,
,269,0.4787867069244385,0.8544921875,26,,,
,269,,,26,0.14979377388954163,,
0.4871402680873871,54,,,,,,
0.467801958322525,55,,,,,,
,279,0.47747111320495605,0.861572265625,27,,,
,279,,,27,0.14595307409763336,,
0.47071292996406555,56,,,,,,
0.4774266481399536,57,,,,,,
,289,0.4740697741508484,0.859619140625,28,,,
,289,,,28,0.14390020072460175,,
,299,,,29,,0.15192005038261414,0.96142578125
0.4312642514705658,58,,,,,,
0.46232300996780396,59,,,,,,
,299,0.4467936158180237,0.865478515625,29,,,
,299,,,29,0.1419202834367752,,
0.46240732073783875,60,,,,,,
0.4592656195163727,61,,,,,,
,309,0.4608364701271057,0.857421875,30,,,
,309,,,30,0.14016011357307434,,
0.43365252017974854,62,,,,,,
0.44027194380760193,63,,,,,,
,319,0.4369622468948364,0.872802734375,31,,,
,319,,,31,0.13818037509918213,,
0.46130430698394775,64,,,,,,
0.4197827875614166,65,,,,,,
,329,0.440543532371521,0.8701171875,32,,,
,329,,,32,0.13668079674243927,,
0.4494042992591858,66,,,,,,
0.41400834918022156,67,,,,,,
,339,0.4317063093185425,0.870361328125,33,,,
,339,,,33,0.13409486413002014,,
,349,,,34,,0.157953143119812,0.955078125
0.4118185341358185,68,,,,,,
0.4114966094493866,69,,,,,,
,349,0.41165757179260254,0.879150390625,34,,,
,349,,,34,0.1326681524515152,,
0.40926671028137207,70,,,,,,
0.4053061902523041,71,,,,,,
,359,0.40728646516799927,0.878173828125,35,,,
,359,,,35,0.1317303478717804,,
0.407503217458725,72,,,,,,
0.42187660932540894,73,,,,,,
,369,0.41468989849090576,0.873779296875,36,,,
,369,,,36,0.12943492829799652,,
0.4172821044921875,74,,,,,,
0.4085806608200073,75,,,,,,
,379,0.4129313826560974,0.877197265625,37,,,
,379,,,37,0.1283653974533081,,
0.39855945110321045,76,,,,,,
0.41572919487953186,77,,,,,,
,389,0.40714430809020996,0.87451171875,38,,,
,389,,,38,0.12859445810317993,,
,399,,,39,,0.14425122737884521,0.9560546875
0.3822258710861206,78,,,,,,
0.41665148735046387,79,,,,,,
,399,0.39943867921829224,0.8779296875,39,,,
,399,,,39,0.12787571549415588,,
0.4059436023235321,80,,,,,,
0.3881331980228424,81,,,,,,
,409,0.39703840017318726,0.87841796875,40,,,
,409,,,40,0.1274755597114563,,
0.386875718832016,82,,,,,,
0.40152493119239807,83,,,,,,
,419,0.39420032501220703,0.88232421875,41,,,
,419,,,41,0.12720005214214325,,
0.40514466166496277,84,,,,,,
0.3974722921848297,85,,,,,,
,429,0.40130847692489624,0.87939453125,42,,,
,429,,,42,0.1265532225370407,,
0.437255322933197,86,,,,,,
0.3514886796474457,87,,,,,,
,439,0.39437198638916016,0.87939453125,43,,,
,439,,,43,0.12755726277828217,,
,449,,,44,,0.1381039321422577,0.96435546875
0.38119903206825256,88,,,,,,
0.398479163646698,89,,,,,,
,449,0.3898391127586365,0.8798828125,44,,,
,449,,,44,0.12717418372631073,,
0.3664698600769043,90,,,,,,
0.3748876452445984,91,,,,,,
,459,0.37067875266075134,0.885498046875,45,,,
,459,,,45,0.12696848809719086,,
0.37411704659461975,92,,,,,,
0.3768397867679596,93,,,,,,
,469,0.3754784166812897,0.884033203125,46,,,
,469,,,46,0.12547536194324493,,
0.39698442816734314,94,,,,,,
0.39671754837036133,95,,,,,,
,479,0.3968510031700134,0.87890625,47,,,
,479,,,47,0.1241392120718956,,
0.3973068296909332,96,,,,,,
0.39555713534355164,97,,,,,,
,489,0.39643198251724243,0.874267578125,48,,,
,489,,,48,0.12595149874687195,,
,499,,,49,,0.13733108341693878,0.95849609375
0.37304580211639404,98,,,,,,
0.3773014545440674,99,,,,,,
,499,0.3751736283302307,0.8779296875,49,,,
,499,,,49,0.13041993975639343,,
0.39032021164894104,100,,,,,,
0.39341139793395996,101,,,,,,
,509,0.3918657898902893,0.8779296875,50,,,
,509,,,50,0.1324385106563568,,
0.3728209435939789,102,,,,,,
0.38300448656082153,103,,,,,,
,519,0.377912700176239,0.885498046875,51,,,
,519,,,51,0.1301894187927246,,
0.37708091735839844,104,,,,,,
0.37033915519714355,105,,,,,,
,529,0.373710036277771,0.8828125,52,,,
,529,,,52,0.13400818407535553,,
0.3784116506576538,106,,,,,,
0.3661620318889618,107,,,,,,
,539,0.372286856174469,0.88330078125,53,,,
,539,,,53,0.13611890375614166,,
,549,,,54,,0.1543734222650528,0.95849609375
0.4036629796028137,108,,,,,,
0.3627239465713501,109,,,,,,
,549,0.3831934630870819,0.876953125,54,,,
,549,,,54,0.13797493278980255,,
0.37958237528800964,110,,,,,,
0.3585188686847687,111,,,,,,
,559,0.36905062198638916,0.88134765625,55,,,
,559,,,55,0.1412947028875351,,
0.3330155909061432,112,,,,,,
0.37713345885276794,113,,,,,,
,569,0.35507452487945557,0.88671875,56,,,
,569,,,56,0.14347639679908752,,
0.3862825632095337,114,,,,,,
0.34901052713394165,115,,,,,,
,579,0.36764654517173767,0.888427734375,57,,,
,579,,,57,0.14120356738567352,,
0.3531154990196228,116,,,,,,
0.36094292998313904,117,,,,,,
,589,0.3570291996002197,0.888427734375,58,,,
,589,,,58,0.15098431706428528,,
,599,,,59,,0.18855980038642883,0.9443359375
0.3522041440010071,118,,,,,,
0.38062381744384766,119,,,,,,
,599,0.36641398072242737,0.88818359375,59,,,
,599,,,59,0.16283418238162994,,
0.3706394135951996,120,,,,,,
0.35317498445510864,121,,,,,,
,609,0.3619071841239929,0.8916015625,60,,,
,609,,,60,0.17708151042461395,,
0.3854389190673828,122,,,,,,
0.3478688597679138,123,,,,,,
,619,0.3666538894176483,0.88818359375,61,,,
,619,,,61,0.17710264027118683,,
0.3481319546699524,124,,,,,,
0.35063037276268005,125,,,,,,
,629,0.34938114881515503,0.88916015625,62,,,
,629,,,62,0.17500068247318268,,
0.3402036428451538,126,,,,,,
0.36525580286979675,127,,,,,,
,639,0.3527297377586365,0.890380859375,63,,,
,639,,,63,0.18154913187026978,,
,649,,,64,,0.1946679949760437,0.939453125
0.3754350244998932,128,,,,,,
0.33433157205581665,129,,,,,,
,649,0.3548833131790161,0.891845703125,64,,,
,649,,,64,0.18407554924488068,,
0.34497901797294617,130,,,,,,
0.3290891647338867,131,,,,,,
,659,0.33703410625457764,0.895263671875,65,,,
,659,,,65,0.1809023916721344,,
0.3458087742328644,132,,,,,,
0.31771984696388245,133,,,,,,
,669,0.3317643105983734,0.89990234375,66,,,
,669,,,66,0.1739555299282074,,
0.33930128812789917,134,,,,,,
0.3086785078048706,135,,,,,,
,679,0.3239898979663849,0.892578125,67,,,
,679,,,67,0.1722116470336914,,
0.30082690715789795,136,,,,,,
0.3067859411239624,137,,,,,,
,689,0.3038064241409302,0.900634765625,68,,,
,689,,,68,0.16273418068885803,,
,699,,,69,,0.15887372195720673,0.943359375
0.3146767020225525,138,,,,,,
0.30106690526008606,139,,,,,,
,699,0.30787181854248047,0.904296875,69,,,
,699,,,69,0.14860866963863373,,
0.319634348154068,140,,,,,,
0.319137841463089,141,,,,,,
,709,0.3193860948085785,0.899658203125,70,,,
,709,,,70,0.15062841773033142,,
0.29428738355636597,142,,,,,,
0.3184443712234497,143,,,,,,
,719,0.30636587738990784,0.90380859375,71,,,
,719,,,71,0.14502781629562378,,
0.2926139831542969,144,,,,,,
0.33981049060821533,145,,,,,,
,729,0.3162122368812561,0.9013671875,72,,,
,729,,,72,0.13738630712032318,,
0.2900780439376831,146,,,,,,
0.2932392656803131,147,,,,,,
,739,0.2916586399078369,0.911865234375,73,,,
,739,,,73,0.13505485653877258,,
,749,,,74,,0.15376338362693787,0.9453125
0.3136475086212158,148,,,,,,
0.29704564809799194,149,,,,,,
,749,0.3053465783596039,0.904052734375,74,,,
,749,,,74,0.13260647654533386,,
0.31923824548721313,150,,,,,,
0.306305855512619,151,,,,,,
,759,0.3127720355987549,0.904052734375,75,,,
,759,,,75,0.1338219940662384,,
0.2800409197807312,152,,,,,,
0.2930801510810852,153,,,,,,
,769,0.2865605354309082,0.907470703125,76,,,
,769,,,76,0.14023415744304657,,
0.30135583877563477,154,,,,,,
0.30094167590141296,155,,,,,,
,779,0.30114877223968506,0.9052734375,77,,,
,779,,,77,0.14157657325267792,,
0.3177536427974701,156,,,,,,
0.31194984912872314,157,,,,,,
,789,0.3148517608642578,0.905029296875,78,,,
,789,,,78,0.14594069123268127,,
,799,,,79,,0.1728128343820572,0.9423828125
0.35116615891456604,158,,,,,,
0.29788878560066223,159,,,,,,
,799,0.32452747225761414,0.89794921875,79,,,
,799,,,79,0.1498652994632721,,
0.3073646128177643,160,,,,,,
0.2888790965080261,161,,,,,,
,809,0.2981218695640564,0.908203125,80,,,
,809,,,80,0.15969470143318176,,
0.31844720244407654,162,,,,,,
0.3066129684448242,163,,,,,,
,819,0.3125301003456116,0.906005859375,81,,,
,819,,,81,0.15931719541549683,,
0.30082249641418457,164,,,,,,
0.30437350273132324,165,,,,,,
,829,0.3025979995727539,0.905517578125,82,,,
,829,,,82,0.1590481698513031,,
0.30363893508911133,166,,,,,,
0.30634820461273193,167,,,,,,
,839,0.30499356985092163,0.908447265625,83,,,
,839,,,83,0.16098974645137787,,
,849,,,84,,0.17954589426517487,0.94091796875
0.3147178888320923,168,,,,,,
0.3176484704017639,169,,,,,,
,849,0.3161831796169281,0.90234375,84,,,
,849,,,84,0.15817014873027802,,
0.3207906484603882,170,,,,,,
0.29827880859375,171,,,,,,
,859,0.3095347285270691,0.9052734375,85,,,
,859,,,85,0.15834562480449677,,
0.2781828045845032,172,,,,,,
0.3023598790168762,173,,,,,,
,869,0.2902713418006897,0.909423828125,86,,,
,869,,,86,0.15823939442634583,,
0.32059532403945923,174,,,,,,
0.29652923345565796,175,,,,,,
,879,0.3085622787475586,0.9052734375,87,,,
,879,,,87,0.15721626579761505,,
0.2944281995296478,176,,,,,,
0.3210161328315735,177,,,,,,
,889,0.30772215127944946,0.903564453125,88,,,
,889,,,88,0.15638935565948486,,
,899,,,89,,0.18524594604969025,0.9375
0.3249894976615906,178,,,,,,
0.3160610795021057,179,,,,,,
,899,0.32052528858184814,0.8974609375,89,,,
,899,,,89,0.15857332944869995,,
0.2875293493270874,180,,,,,,
0.3305431306362152,181,,,,,,
,909,0.3090362548828125,0.90478515625,90,,,
,909,,,90,0.15840740501880646,,
0.3304256796836853,182,,,,,,
0.2996782064437866,183,,,,,,
,919,0.31505194306373596,0.90185546875,91,,,
,919,,,91,0.16483744978904724,,
0.3086985945701599,184,,,,,,
0.2817026972770691,185,,,,,,
,929,0.2952006459236145,0.9091796875,92,,,
,929,,,92,0.16053560376167297,,
0.3145669400691986,186,,,,,,
0.34352684020996094,187,,,,,,
,939,0.32904690504074097,0.898681640625,93,,,
,939,,,93,0.16925475001335144,,
,949,,,94,,0.17507019639015198,0.943359375
0.3294669985771179,188,,,,,,
0.3068521022796631,189,,,,,,
,949,0.3181595504283905,0.904296875,94,,,
,949,,,94,0.16922003030776978,,
0.3050583600997925,190,,,,,,
0.3092549741268158,191,,,,,,
,959,0.30715668201446533,0.90771484375,95,,,
,959,,,95,0.1729430854320526,,
0.2763398587703705,192,,,,,,
0.32075732946395874,193,,,,,,
,969,0.2985485792160034,0.902587890625,96,,,
,969,,,96,0.16355130076408386,,
0.29207998514175415,194,,,,,,
0.3284623920917511,195,,,,,,
,979,0.3102712035179138,0.90380859375,97,,,
,979,,,97,0.15351082384586334,,
0.32137414813041687,196,,,,,,
0.3247697949409485,197,,,,,,
,989,0.3230719566345215,0.8974609375,98,,,
,989,,,98,0.14831876754760742,,
,999,,,99,,0.16744248569011688,0.9482421875
0.3205864131450653,198,,,,,,
0.29692476987838745,199,,,,,,
,999,0.3087555766105652,0.906982421875,99,,,
,999,,,99,0.1456943303346634,,
