step,val_cross_entropy_step,epoch,val_acc,val_cross_entropy_epoch,cross_entropy_epoch,train_acc,cross_entropy_step
0,3.3995628356933594,,,,,,
1,3.4011623859405518,,,,,,
2,3.400759220123291,,,,,,
3,3.400052309036255,,,,,,
4,3.399818181991577,,,,,,
5,3.401737689971924,,,,,,
6,3.4004647731781006,,,,,,
7,3.4016151428222656,,,,,,
8,3.400529623031616,,,,,,
9,3.401386022567749,,,,,,
10,3.40073299407959,,,,,,
40,,0,0.03338068351149559,3.4007110595703125,,,
40,,0,,,3.4016830921173096,,
49,,1,,,,0.04296875,3.4006857872009277
11,3.401048421859741,,,,,,
12,3.400937557220459,,,,,,
13,3.402376413345337,,,,,,
14,3.3997108936309814,,,,,,
15,3.399854898452759,,,,,,
16,3.4030048847198486,,,,,,
17,3.4010462760925293,,,,,,
18,3.4012601375579834,,,,,,
19,3.402207851409912,,,,,,
20,3.4019927978515625,,,,,,
21,3.402360677719116,,,,,,
81,,1,0.03338068351149559,3.4014365673065186,,,
81,,1,,,3.4019057750701904,,
99,,2,,,,0.0390625,3.400707721710205
22,3.4015839099884033,,,,,,
23,3.4026100635528564,,,,,,
24,3.4009690284729004,,,,,,
25,3.401529312133789,,,,,,
26,3.401860475540161,,,,,,
27,3.4028608798980713,,,,,,
28,3.4015512466430664,,,,,,
29,3.401557445526123,,,,,,
30,3.4013311862945557,,,,,,
31,3.4000284671783447,,,,,,
32,3.400198459625244,,,,,,
122,,2,0.03338068351149559,3.4014623165130615,,,
122,,2,,,3.4023325443267822,,
149,,3,,,,0.037109375,3.403038501739502
33,3.4007296562194824,,,,,,
34,3.402451992034912,,,,,,
35,3.4014830589294434,,,,,,
36,3.4001002311706543,,,,,,
37,3.401024341583252,,,,,,
38,3.4030039310455322,,,,,,
39,3.4019546508789062,,,,,,
40,3.4010987281799316,,,,,,
41,3.400710344314575,,,,,,
42,3.40254807472229,,,,,,
43,3.401648998260498,,,,,,
163,,3,0.034090910106897354,3.4015233516693115,,,
163,,3,,,3.4025461673736572,,
199,,4,,,,0.0234375,3.4048402309417725
44,3.4022765159606934,,,,,,
45,3.4004323482513428,,,,,,
46,3.402657985687256,,,,,,
47,3.4024407863616943,,,,,,
48,3.4002840518951416,,,,,,
49,3.401930809020996,,,,,,
50,3.4010090827941895,,,,,,
51,3.403167247772217,,,,,,
52,3.402134895324707,,,,,,
53,3.403618097305298,,,,,,
54,3.3991711139678955,,,,,,
204,,4,0.03355823829770088,3.401738166809082,,,
204,,4,,,3.4027676582336426,,
55,3.4006195068359375,,,,,,
56,3.4017868041992188,,,,,,
57,3.4008049964904785,,,,,,
58,3.4012975692749023,,,,,,
59,3.403193235397339,,,,,,
60,3.404107093811035,,,,,,
61,3.3998913764953613,,,,,,
62,3.4024922847747803,,,,,,
63,3.400052785873413,,,,,,
64,3.403231143951416,,,,,,
65,3.4021270275115967,,,,,,
245,,5,0.033203125,3.4017820358276367,,,
245,,5,,,3.4029805660247803,,
249,,6,,,,0.0390625,3.4012153148651123
66,3.3993618488311768,,,,,,
67,3.4025766849517822,,,,,,
68,3.4014971256256104,,,,,,
69,3.406061887741089,,,,,,
70,3.4035046100616455,,,,,,
71,3.4036855697631836,,,,,,
72,3.403869390487671,,,,,,
73,3.401000738143921,,,,,,
74,3.402038812637329,,,,,,
75,3.4001898765563965,,,,,,
76,3.398373603820801,,,,,,
286,,6,0.03302556648850441,3.4020142555236816,,,
286,,6,,,3.403236150741577,,
299,,7,,,,0.03515625,3.40297532081604
77,3.4002532958984375,,,,,,
78,3.4035074710845947,,,,,,
79,3.3991429805755615,,,,,,
80,3.403404474258423,,,,,,
81,3.4032278060913086,,,,,,
82,3.4034252166748047,,,,,,
83,3.4048044681549072,,,,,,
84,3.3997247219085693,,,,,,
85,3.401888608932495,,,,,,
86,3.4012291431427,,,,,,
87,3.402235984802246,,,,,,
327,,7,0.034090910106897354,3.4020767211914062,,,
327,,7,,,3.4030723571777344,,
349,,8,,,,0.029296875,3.4042553901672363
88,3.4040496349334717,,,,,,
89,3.403719902038574,,,,,,
90,3.4022233486175537,,,,,,
91,3.3980870246887207,,,,,,
92,3.403548240661621,,,,,,
93,3.400824546813965,,,,,,
94,3.397444725036621,,,,,,
95,3.4013876914978027,,,,,,
96,3.4011878967285156,,,,,,
97,3.4045379161834717,,,,,,
98,3.405367851257324,,,,,,
368,,8,0.03355823829770088,3.4020347595214844,,,
368,,8,,,3.4036130905151367,,
399,,9,,,,0.02734375,3.407576560974121
99,3.40270733833313,,,,,,
100,3.4022586345672607,,,,,,
101,3.4033541679382324,,,,,,
102,3.4036083221435547,,,,,,
103,3.405122995376587,,,,,,
104,3.401503801345825,,,,,,
105,3.4030394554138184,,,,,,
106,3.40405011177063,,,,,,
107,3.406156539916992,,,,,,
108,3.399491548538208,,,,,,
109,3.402881622314453,,,,,,
409,,9,0.03338068351149559,3.403106927871704,,,
409,,9,,,3.4039559364318848,,
449,,10,,,,0.037109375,3.405648708343506
110,3.3989133834838867,,,,,,
111,3.4027514457702637,,,,,,
112,3.4014506340026855,,,,,,
113,3.3997907638549805,,,,,,
114,3.402247667312622,,,,,,
115,3.402132272720337,,,,,,
116,3.401580333709717,,,,,,
117,3.405341625213623,,,,,,
118,3.4046638011932373,,,,,,
119,3.4010696411132812,,,,,,
120,3.4025583267211914,,,,,,
450,,10,0.034268464893102646,3.402045488357544,,,
450,,10,,,3.4038479328155518,,
121,3.4013161659240723,,,,,,
122,3.4024317264556885,,,,,,
123,3.3995261192321777,,,,,,
124,3.40183424949646,,,,,,
125,3.4018473625183105,,,,,,
126,3.4037580490112305,,,,,,
127,3.4021894931793213,,,,,,
128,3.405919075012207,,,,,,
129,3.4053540229797363,,,,,,
130,3.402348041534424,,,,,,
131,3.4016990661621094,,,,,,
491,,11,0.03302556648850441,3.4025657176971436,,,
491,,11,,,3.403870105743408,,
499,,12,,,,0.044921875,3.400629997253418
132,3.401831865310669,,,,,,
133,3.4025778770446777,,,,,,
134,3.4003612995147705,,,,,,
135,3.4019834995269775,,,,,,
136,3.403280019760132,,,,,,
137,3.4052047729492188,,,,,,
138,3.40448260307312,,,,,,
139,3.4039814472198486,,,,,,
140,3.4026882648468018,,,,,,
141,3.4003145694732666,,,,,,
142,3.4019243717193604,,,,,,
532,,12,0.03302556648850441,3.4026029109954834,,,
532,,12,,,3.4043028354644775,,
549,,13,,,,0.037109375,3.405545711517334
143,3.4019932746887207,,,,,,
144,3.4014816284179688,,,,,,
145,3.404944658279419,,,,,,
146,3.4043328762054443,,,,,,
147,3.407130718231201,,,,,,
148,3.4015414714813232,,,,,,
149,3.402775526046753,,,,,,
150,3.398427724838257,,,,,,
151,3.4074037075042725,,,,,,
152,3.4007928371429443,,,,,,
153,3.4009616374969482,,,,,,
573,,13,0.03373579680919647,3.4028894901275635,,,
573,,13,,,3.4045774936676025,,
599,,14,,,,0.033203125,3.4046084880828857
154,3.409200668334961,,,,,,
155,3.403491497039795,,,,,,
156,3.4036316871643066,,,,,,
157,3.4036638736724854,,,,,,
158,3.401765823364258,,,,,,
159,3.3991048336029053,,,,,,
160,3.401864767074585,,,,,,
161,3.4021918773651123,,,,,,
162,3.405412197113037,,,,,,
163,3.401883363723755,,,,,,
164,3.4029219150543213,,,,,,
614,,14,0.03338068351149559,3.4031941890716553,,,
614,,14,,,3.403736114501953,,
649,,15,,,,0.03125,3.407395601272583
165,3.400724172592163,,,,,,
166,3.3974721431732178,,,,,,
167,3.400883197784424,,,,,,
168,3.403280735015869,,,,,,
169,3.409205913543701,,,,,,
170,3.4060909748077393,,,,,,
171,3.403031587600708,,,,,,
172,3.405000925064087,,,,,,
173,3.4002506732940674,,,,,,
174,3.403836727142334,,,,,,
175,3.406018018722534,,,,,,
655,,15,0.03267045319080353,3.4032540321350098,,,
655,,15,,,3.404365062713623,,
176,3.404676914215088,,,,,,
177,3.400343656539917,,,,,,
178,3.410273790359497,,,,,,
179,3.4003713130950928,,,,,,
180,3.400977373123169,,,,,,
181,3.403268814086914,,,,,,
182,3.4031574726104736,,,,,,
183,3.3960673809051514,,,,,,
184,3.404933452606201,,,,,,
185,3.4100747108459473,,,,,,
186,3.403308153152466,,,,,,
696,,16,0.03373579680919647,3.403404951095581,,,
696,,16,,,3.4033772945404053,,
699,,17,,,,0.029296875,3.400131940841675
187,3.407726764678955,,,,,,
188,3.397794008255005,,,,,,
189,3.405150890350342,,,,,,
190,3.4058144092559814,,,,,,
191,3.401350975036621,,,,,,
192,3.4026029109954834,,,,,,
193,3.4070065021514893,,,,,,
194,3.40783429145813,,,,,,
195,3.4058516025543213,,,,,,
196,3.4060873985290527,,,,,,
197,3.401426076889038,,,,,,
737,,17,0.03355823829770088,3.4044225215911865,,,
737,,17,,,3.4044322967529297,,
749,,18,,,,0.0390625,3.3993277549743652
198,3.4046568870544434,,,,,,
199,3.404073476791382,,,,,,
200,3.398695468902588,,,,,,
201,3.401581287384033,,,,,,
202,3.401876449584961,,,,,,
203,3.4044888019561768,,,,,,
204,3.3995540142059326,,,,,,
205,3.406010150909424,,,,,,
206,3.409205913543701,,,,,,
207,3.404578924179077,,,,,,
208,3.4015839099884033,,,,,,
778,,18,0.03373579680919647,3.4033005237579346,,,
