val_cross_entropy_step,step,val_acc,val_cross_entropy_epoch,epoch,cross_entropy_epoch,train_acc,cross_entropy_step
0.2589227557182312,43,,,,,,
,219,0.912109375,0.2541382908821106,21,,,
,219,,,21,0.2502634525299072,,
0.24405299127101898,44,,,,,,
0.2590842843055725,45,,,,,,
,229,0.912109375,0.25156864523887634,22,,,
,229,,,22,0.2470647096633911,,
0.21928094327449799,46,,,,,,
0.25465118885040283,47,,,,,,
,239,0.917236328125,0.236966073513031,23,,,
,239,,,23,0.2438759058713913,,
,249,,,24,,0.9169921875,0.2614131569862366
0.27643007040023804,48,,,,,,
0.2527404725551605,49,,,,,,
,249,0.903076171875,0.2645852565765381,24,,,
,249,,,24,0.23769183456897736,,
0.2656315267086029,50,,,,,,
0.23145900666713715,51,,,,,,
,259,0.91650390625,0.24854525923728943,25,,,
,259,,,25,0.23399856686592102,,
0.2453073114156723,52,,,,,,
0.2694796919822693,53,,,,,,
,269,0.9091796875,0.2573935091495514,26,,,
,269,,,26,0.23159930109977722,,
0.25029343366622925,54,,,,,,
0.24849385023117065,55,,,,,,
,279,0.90673828125,0.24939364194869995,27,,,
,279,,,27,0.2329719364643097,,
0.25118833780288696,56,,,,,,
0.250118225812912,57,,,,,,
,289,0.9091796875,0.2506532669067383,28,,,
,289,,,28,0.23098549246788025,,
,299,,,29,,0.9287109375,0.22969608008861542
0.23281897604465485,58,,,,,,
0.2487320601940155,59,,,,,,
,299,0.919677734375,0.24077552556991577,29,,,
,299,,,29,0.22727446258068085,,
0.2593267261981964,60,,,,,,
0.25072261691093445,61,,,,,,
,309,0.915771484375,0.25502467155456543,30,,,
,309,,,30,0.22546657919883728,,
0.24800768494606018,62,,,,,,
0.24884600937366486,63,,,,,,
,319,0.918212890625,0.24842685461044312,31,,,
,319,,,31,0.22580687701702118,,
0.23883800208568573,64,,,,,,
0.24856284260749817,65,,,,,,
,329,0.9189453125,0.24370041489601135,32,,,
,329,,,32,0.2234167605638504,,
0.2855488955974579,66,,,,,,
0.26247864961624146,67,,,,,,
,339,0.896240234375,0.2740137577056885,33,,,
,339,,,33,0.22125306725502014,,
,349,,,34,,0.9365234375,0.22175639867782593
0.23673348128795624,68,,,,,,
0.23807170987129211,69,,,,,,
,349,0.921142578125,0.23740258812904358,34,,,
,349,,,34,0.22287416458129883,,
0.24353939294815063,70,,,,,,
0.24448242783546448,71,,,,,,
,359,0.916015625,0.24401091039180756,35,,,
,359,,,35,0.22354209423065186,,
0.22749918699264526,72,,,,,,
0.2480073869228363,73,,,,,,
,369,0.9169921875,0.23775328695774078,36,,,
,369,,,36,0.21397122740745544,,
0.23123466968536377,74,,,,,,
0.24613894522190094,75,,,,,,
,379,0.917724609375,0.23868680000305176,37,,,
,379,,,37,0.21501871943473816,,
0.23871779441833496,76,,,,,,
0.25054284930229187,77,,,,,,
,389,0.912353515625,0.24463032186031342,38,,,
,389,,,38,0.21545898914337158,,
,399,,,39,,0.9228515625,0.23861731588840485
0.23771736025810242,78,,,,,,
0.2503998577594757,79,,,,,,
,399,0.912109375,0.24405860900878906,39,,,
,399,,,39,0.21537728607654572,,
0.25598904490470886,80,,,,,,
0.2137146294116974,81,,,,,,
,409,0.920654296875,0.23485183715820312,40,,,
,409,,,40,0.21233519911766052,,
0.22936980426311493,82,,,,,,
0.23755298554897308,83,,,,,,
,419,0.919189453125,0.233461394906044,41,,,
,419,,,41,0.2162030190229416,,
0.23742905259132385,84,,,,,,
0.2482662945985794,85,,,,,,
,429,0.914794921875,0.24284768104553223,42,,,
,429,,,42,0.21784953773021698,,
0.24649563431739807,86,,,,,,
0.247297003865242,87,,,,,,
,439,0.912841796875,0.24689632654190063,43,,,
,439,,,43,0.2196410447359085,,
,449,,,44,,0.93310546875,0.21774922311306
0.2402360737323761,88,,,,,,
0.2132546752691269,89,,,,,,
,449,0.921875,0.2267453670501709,44,,,
,449,,,44,0.21708551049232483,,
0.263818621635437,90,,,,,,
0.23943038284778595,91,,,,,,
,459,0.915283203125,0.2516244947910309,45,,,
,459,,,45,0.212898850440979,,
0.24580292403697968,92,,,,,,
0.2412702590227127,93,,,,,,
,469,0.91455078125,0.2435365915298462,46,,,
,469,,,46,0.2111034095287323,,
0.23066923022270203,94,,,,,,
0.20778943598270416,95,,,,,,
,479,0.92333984375,0.2192293405532837,47,,,
,479,,,47,0.21230122447013855,,
0.22862641513347626,96,,,,,,
0.2444934993982315,97,,,,,,
,489,0.917724609375,0.23655995726585388,48,,,
,489,,,48,0.21018405258655548,,
,499,,,49,,0.92578125,0.22004424035549164
0.23915013670921326,98,,,,,,
0.2298496514558792,99,,,,,,
,499,0.91552734375,0.23449990153312683,49,,,
,499,,,49,0.21015635132789612,,
0.24363964796066284,100,,,,,,
0.2442874163389206,101,,,,,,
,509,0.919189453125,0.24396353960037231,50,,,
,509,,,50,0.21209868788719177,,
0.25429558753967285,102,,,,,,
0.2256150245666504,103,,,,,,
,519,0.912353515625,0.23995530605316162,51,,,
,519,,,51,0.20790204405784607,,
0.25860485434532166,104,,,,,,
0.2293868064880371,105,,,,,,
,529,0.915771484375,0.24399583041667938,52,,,
,529,,,52,0.20794621109962463,,
0.23692601919174194,106,,,,,,
0.2410009354352951,107,,,,,,
,539,0.91650390625,0.23896348476409912,53,,,
,539,,,53,0.2104005068540573,,
,549,,,54,,0.92333984375,0.21328935027122498
0.22452408075332642,108,,,,,,
0.2540445923805237,109,,,,,,
,549,0.909912109375,0.23928433656692505,54,,,
,549,,,54,0.2157701551914215,,
0.22693951427936554,110,,,,,,
0.24783837795257568,111,,,,,,
,559,0.915283203125,0.23738893866539001,55,,,
,559,,,55,0.2136014699935913,,
0.21527601778507233,112,,,,,,
0.23387941718101501,113,,,,,,
,569,0.92333984375,0.22457772493362427,56,,,
,569,,,56,0.20900864899158478,,
0.26573678851127625,114,,,,,,
0.24248407781124115,115,,,,,,
,579,0.91455078125,0.2541104257106781,57,,,
,579,,,57,0.21003690361976624,,
0.2364315539598465,116,,,,,,
0.25861185789108276,117,,,,,,
,589,0.914794921875,0.24752169847488403,58,,,
,589,,,58,0.21292173862457275,,
,599,,,59,,0.9345703125,0.2125578671693802
0.26143506169319153,118,,,,,,
0.26417040824890137,119,,,,,,
,599,0.906005859375,0.26280272006988525,59,,,
,599,,,59,0.21190062165260315,,
0.21807360649108887,120,,,,,,
0.22937163710594177,121,,,,,,
,609,0.920654296875,0.22372262179851532,60,,,
,609,,,60,0.20836606621742249,,
0.23595814406871796,122,,,,,,
0.24360771477222443,123,,,,,,
,619,0.921630859375,0.2397829294204712,61,,,
,619,,,61,0.20697224140167236,,
0.23262517154216766,124,,,,,,
0.239106684923172,125,,,,,,
,629,0.9189453125,0.23586592078208923,62,,,
,629,,,62,0.20623059570789337,,
0.2213945984840393,126,,,,,,
0.24528613686561584,127,,,,,,
,639,0.918701171875,0.23334036767482758,63,,,
,639,,,63,0.20527780055999756,,
,649,,,64,,0.9248046875,0.20736996829509735
0.21696709096431732,128,,,,,,
0.21769997477531433,129,,,,,,
,649,0.9228515625,0.21733352541923523,64,,,
,649,,,64,0.20563821494579315,,
0.2499065399169922,130,,,,,,
0.21053412556648254,131,,,,,,
,659,0.919921875,0.23022033274173737,65,,,
,659,,,65,0.20722544193267822,,
0.24377572536468506,132,,,,,,
0.2364596128463745,133,,,,,,
,669,0.9150390625,0.24011766910552979,66,,,
,669,,,66,0.20838873088359833,,
0.21965345740318298,134,,,,,,
0.21692845225334167,135,,,,,,
,679,0.924072265625,0.21829095482826233,67,,,
,679,,,67,0.21375548839569092,,
0.25527918338775635,136,,,,,,
0.2424604445695877,137,,,,,,
,689,0.907958984375,0.24886980652809143,68,,,
,689,,,68,0.20689336955547333,,
,699,,,69,,0.92919921875,0.20186981558799744
0.25152918696403503,138,,,,,,
0.23521341383457184,139,,,,,,
,699,0.915771484375,0.24337130784988403,69,,,
,699,,,69,0.20586423575878143,,
0.2391510009765625,140,,,,,,
0.22264154255390167,141,,,,,,
,709,0.920654296875,0.2308962643146515,70,,,
,709,,,70,0.20785272121429443,,
0.22931703925132751,142,,,,,,
0.2544739842414856,143,,,,,,
,719,0.913330078125,0.24189551174640656,71,,,
,719,,,71,0.2085876166820526,,
0.23270756006240845,144,,,,,,
0.2566989064216614,145,,,,,,
,729,0.911865234375,0.2447032332420349,72,,,
,729,,,72,0.2037123739719391,,
0.23424085974693298,146,,,,,,
0.24192200601100922,147,,,,,,
,739,0.913818359375,0.2380814254283905,73,,,
,739,,,73,0.21055439114570618,,
,749,,,74,,0.9169921875,0.23259712755680084
0.23507046699523926,148,,,,,,
0.23676668107509613,149,,,,,,
,749,0.91552734375,0.2359185814857483,74,,,
,749,,,74,0.20871400833129883,,
0.24627692997455597,150,,,,,,
0.2366604059934616,151,,,,,,
,759,0.913330078125,0.2414686679840088,75,,,
,759,,,75,0.20514826476573944,,
0.2373146116733551,152,,,,,,
0.2272036075592041,153,,,,,,
,769,0.914794921875,0.2322591096162796,76,,,
,769,,,76,0.21079380810260773,,
0.226358100771904,154,,,,,,
0.2368888258934021,155,,,,,,
,779,0.918212890625,0.23162347078323364,77,,,
,779,,,77,0.20849332213401794,,
0.2292294055223465,156,,,,,,
0.2280123233795166,157,,,,,,
,789,0.92236328125,0.22862085700035095,78,,,
,789,,,78,0.20862790942192078,,
,799,,,79,,0.93212890625,0.21057499945163727
0.24088609218597412,158,,,,,,
0.2287243753671646,159,,,,,,
,799,0.9140625,0.23480522632598877,79,,,
,799,,,79,0.20383243262767792,,
0.25526463985443115,160,,,,,,
0.2685547471046448,161,,,,,,
,809,0.90869140625,0.26190969347953796,80,,,
,809,,,80,0.20653322339057922,,
0.24875862896442413,162,,,,,,
0.24706719815731049,163,,,,,,
,819,0.914794921875,0.2479129135608673,81,,,
,819,,,81,0.21055349707603455,,
0.23445792496204376,164,,,,,,
0.24036358296871185,165,,,,,,
,829,0.916748046875,0.2374107539653778,82,,,
,829,,,82,0.20664668083190918,,
0.25571441650390625,166,,,,,,
0.22452913224697113,167,,,,,,
,839,0.9150390625,0.2401217818260193,83,,,
,839,,,83,0.20652587711811066,,
,849,,,84,,0.927734375,0.20602770149707794
0.21250352263450623,168,,,,,,
0.24406103789806366,169,,,,,,
,849,0.9208984375,0.22828227281570435,84,,,
,849,,,84,0.2068607062101364,,
0.24441950023174286,170,,,,,,
0.23173174262046814,171,,,,,,
,859,0.915283203125,0.2380756139755249,85,,,
,859,,,85,0.20653066039085388,,
0.2243177592754364,172,,,,,,
0.2668602764606476,173,,,,,,
,869,0.911865234375,0.245589017868042,86,,,
,869,,,86,0.2056742161512375,,
0.1992938369512558,174,,,,,,
0.24143075942993164,175,,,,,,
,879,0.922607421875,0.22036230564117432,87,,,
,879,,,87,0.21056458353996277,,
0.23672039806842804,176,,,,,,
0.24035710096359253,177,,,,,,
,889,0.91455078125,0.2385387420654297,88,,,
,889,,,88,0.21649713814258575,,
,899,,,89,,0.91748046875,0.2352769523859024
0.23621827363967896,178,,,,,,
0.2273038625717163,179,,,,,,
,899,0.915283203125,0.23176106810569763,89,,,
,899,,,89,0.21414923667907715,,
0.2633552551269531,180,,,,,,
0.23829714953899384,181,,,,,,
,909,0.910400390625,0.2508262097835541,90,,,
,909,,,90,0.21028491854667664,,
0.23904623091220856,182,,,,,,
0.22393560409545898,183,,,,,,
,919,0.91455078125,0.23149091005325317,91,,,
,919,,,91,0.20770275592803955,,
0.23211683332920074,184,,,,,,
0.2203148603439331,185,,,,,,
,929,0.921630859375,0.22621583938598633,92,,,
,929,,,92,0.20473089814186096,,
0.2212849110364914,186,,,,,,
0.23521879315376282,187,,,,,,
,939,0.916259765625,0.2282518446445465,93,,,
,939,,,93,0.20501911640167236,,
,949,,,94,,0.92333984375,0.2277611494064331
0.2600485682487488,188,,,,,,
0.2549532651901245,189,,,,,,
,949,0.91162109375,0.25750091671943665,94,,,
,949,,,94,0.2055748999118805,,
0.25092822313308716,190,,,,,,
0.23140855133533478,191,,,,,,
,959,0.91943359375,0.24116837978363037,95,,,
,959,,,95,0.20639178156852722,,
0.2315344363451004,192,,,,,,
0.23037496209144592,193,,,,,,
,969,0.919189453125,0.23095470666885376,96,,,
,969,,,96,0.20146378874778748,,
0.22503894567489624,194,,,,,,
0.24983841180801392,195,,,,,,
,979,0.91845703125,0.23743867874145508,97,,,
,979,,,97,0.20217593014240265,,
0.2519977390766144,196,,,,,,
0.23763196170330048,197,,,,,,
,989,0.9140625,0.24481484293937683,98,,,
,989,,,98,0.20199760794639587,,
,999,,,99,,0.93359375,0.21837933361530304
0.25655391812324524,198,,,,,,
0.2542865574359894,199,,,,,,
,999,0.909423828125,0.2554202377796173,99,,,
,999,,,99,0.20941868424415588,,
