val_cross_entropy_step,step,val_cross_entropy_epoch,val_acc,epoch,cross_entropy_epoch,cross_entropy_step,train_acc
0.6278175711631775,31,,,,,,
,159,0.6144468784332275,0.82373046875,15,,,
,159,,,15,0.3753381073474884,,
0.6155137419700623,32,,,,,,
0.5983669757843018,33,,,,,,
,169,0.6069403886795044,0.82177734375,16,,,
,169,,,16,0.316882461309433,,
0.5538737177848816,34,,,,,,
0.6134901642799377,35,,,,,,
,179,0.5836819410324097,0.832763671875,17,,,
,179,,,17,0.27529722452163696,,
0.5864431858062744,36,,,,,,
0.5425657629966736,37,,,,,,
,189,0.5645045042037964,0.83642578125,18,,,
,189,,,18,0.2415810525417328,,
,199,,,19,,0.2195703089237213,0.95263671875
0.5489076972007751,38,,,,,,
0.5855703353881836,39,,,,,,
,199,0.5672390460968018,0.826904296875,19,,,
,199,,,19,0.2158927470445633,,
0.5706743001937866,40,,,,,,
0.5378543734550476,41,,,,,,
,209,0.5542643070220947,0.83447265625,20,,,
,209,,,20,0.1973893791437149,,
0.5613740086555481,42,,,,,,
0.5256572961807251,43,,,,,,
,219,0.543515682220459,0.842041015625,21,,,
,219,,,21,0.18480399250984192,,
0.5558145642280579,44,,,,,,
0.5176079273223877,45,,,,,,
,229,0.5367112159729004,0.845947265625,22,,,
,229,,,22,0.17556802928447723,,
0.502372682094574,46,,,,,,
0.5114313364028931,47,,,,,,
,239,0.5069019794464111,0.8525390625,23,,,
,239,,,23,0.16735780239105225,,
,249,,,24,,0.18874067068099976,0.9599609375
0.527881920337677,48,,,,,,
0.5054855942726135,49,,,,,,
,249,0.5166837573051453,0.85302734375,24,,,
,249,,,24,0.16174045205116272,,
0.5065545439720154,50,,,,,,
0.5254791378974915,51,,,,,,
,259,0.5160168409347534,0.8486328125,25,,,
,259,,,25,0.15687230229377747,,
0.4726361632347107,52,,,,,,
0.5230693221092224,53,,,,,,
,269,0.49785274267196655,0.856201171875,26,,,
,269,,,26,0.15298321843147278,,
0.5136760473251343,54,,,,,,
0.4746878147125244,55,,,,,,
,279,0.49418193101882935,0.856689453125,27,,,
,279,,,27,0.148554727435112,,
0.4726546108722687,56,,,,,,
0.47006553411483765,57,,,,,,
,289,0.47136008739471436,0.864013671875,28,,,
,289,,,28,0.14483514428138733,,
,299,,,29,,0.16154436767101288,0.9599609375
0.47738343477249146,58,,,,,,
0.4603625237941742,59,,,,,,
,299,0.46887296438217163,0.86083984375,29,,,
,299,,,29,0.1427989900112152,,
0.4657354950904846,60,,,,,,
0.4541330337524414,61,,,,,,
,309,0.459934264421463,0.870361328125,30,,,
,309,,,30,0.14057371020317078,,
0.4730769395828247,62,,,,,,
0.43898463249206543,63,,,,,,
,319,0.45603078603744507,0.86767578125,31,,,
,319,,,31,0.1389741450548172,,
0.42974919080734253,64,,,,,,
0.44528713822364807,65,,,,,,
,329,0.4375181794166565,0.873046875,32,,,
,329,,,32,0.13739459216594696,,
0.4521922469139099,66,,,,,,
0.4212898313999176,67,,,,,,
,339,0.43674105405807495,0.87451171875,33,,,
,339,,,33,0.13486255705356598,,
,349,,,34,,0.158961683511734,0.95654296875
0.4536002576351166,68,,,,,,
0.4381955564022064,69,,,,,,
,349,0.4458979070186615,0.872314453125,34,,,
,349,,,34,0.13520120084285736,,
0.47715866565704346,70,,,,,,
0.42768487334251404,71,,,,,,
,359,0.45242178440093994,0.8671875,35,,,
,359,,,35,0.13712385296821594,,
0.38629716634750366,72,,,,,,
0.45138728618621826,73,,,,,,
,369,0.41884222626686096,0.871337890625,36,,,
,369,,,36,0.13455915451049805,,
0.41930708289146423,74,,,,,,
0.43106770515441895,75,,,,,,
,379,0.4251874089241028,0.873779296875,37,,,
,379,,,37,0.13240636885166168,,
