val_cross_entropy_step,step,val_cross_entropy_epoch,val_acc,epoch,cross_entropy_epoch,cross_entropy_step,train_acc
,429,,,42,0.12718501687049866,,
0.3704853951931,86,,,,,,
0.421929270029068,87,,,,,,
,439,0.396207332611084,0.88232421875,43,,,
,439,,,43,0.12561757862567902,,
,449,,,44,,0.1398175209760666,0.9609375
0.3939290940761566,88,,,,,,
0.4042510688304901,89,,,,,,
,449,0.39909008145332336,0.876953125,44,,,
,449,,,44,0.1255173534154892,,
0.3994983434677124,90,,,,,,
0.3622483015060425,91,,,,,,
,459,0.38087332248687744,0.886474609375,45,,,
,459,,,45,0.12782518565654755,,
0.41144636273384094,92,,,,,,
0.40148186683654785,93,,,,,,
,469,0.4064640998840332,0.875244140625,46,,,
,469,,,46,0.12891028821468353,,
0.38429251313209534,94,,,,,,
0.395912766456604,95,,,,,,
,479,0.3901026248931885,0.884521484375,47,,,
,479,,,47,0.12849995493888855,,
0.38983309268951416,96,,,,,,
0.3750225901603699,97,,,,,,
,489,0.382427841424942,0.883544921875,48,,,
,489,,,48,0.1267033815383911,,
,499,,,49,,0.1391669064760208,0.95654296875
0.3770754039287567,98,,,,,,
0.38578659296035767,99,,,,,,
,499,0.381430983543396,0.882080078125,49,,,
,499,,,49,0.12879768013954163,,
0.37607643008232117,100,,,,,,
0.4028417468070984,101,,,,,,
,509,0.3894590735435486,0.88134765625,50,,,
,509,,,50,0.13030780851840973,,
0.4114842116832733,102,,,,,,
0.3659170866012573,103,,,,,,
,519,0.3887006640434265,0.881591796875,51,,,
,519,,,51,0.1284182369709015,,
0.43489402532577515,104,,,,,,
0.39969342947006226,105,,,,,,
,529,0.4172937273979187,0.8740234375,52,,,
,529,,,52,0.13494285941123962,,
0.3800446689128876,106,,,,,,
0.3790869116783142,107,,,,,,
,539,0.3795657753944397,0.882080078125,53,,,
,539,,,53,0.14505812525749207,,
,549,,,54,,0.1652757078409195,0.95361328125
0.4127388298511505,108,,,,,,
0.385201096534729,109,,,,,,
,549,0.39896994829177856,0.87646484375,54,,,
,549,,,54,0.14528177678585052,,
0.3866436183452606,110,,,,,,
0.42508357763290405,111,,,,,,
,559,0.40586358308792114,0.876220703125,55,,,
,559,,,55,0.14864537119865417,,
0.3510590195655823,112,,,,,,
0.393317848443985,113,,,,,,
,569,0.3721884489059448,0.88330078125,56,,,
,569,,,56,0.14876914024353027,,
0.3643898665904999,114,,,,,,
0.3586495518684387,115,,,,,,
,579,0.3615196943283081,0.88623046875,57,,,
,579,,,57,0.14039435982704163,,
0.37160542607307434,116,,,,,,
0.3317287564277649,117,,,,,,
,589,0.3516671061515808,0.89453125,58,,,
,589,,,58,0.13745591044425964,,
,599,,,59,,0.15044905245304108,0.9501953125
0.37592196464538574,118,,,,,,
0.3538188338279724,119,,,,,,
,599,0.3648703992366791,0.884521484375,59,,,
,599,,,59,0.13342413306236267,,
0.3479764461517334,120,,,,,,
0.3546146750450134,121,,,,,,
,609,0.3512955605983734,0.8876953125,60,,,
,609,,,60,0.13296806812286377,,
0.36475589871406555,122,,,,,,
0.3541301488876343,123,,,,,,
,619,0.3594430088996887,0.888671875,61,,,
,619,,,61,0.1351621150970459,,
0.40925684571266174,124,,,,,,
0.33706483244895935,125,,,,,,
,629,0.37316083908081055,0.884521484375,62,,,
,629,,,62,0.13721990585327148,,
0.3740283250808716,126,,,,,,
0.35829201340675354,127,,,,,,
,639,0.36616015434265137,0.887939453125,63,,,
,639,,,63,0.1405944526195526,,
,649,,,64,,0.1586964726448059,0.9501953125
0.34888988733291626,128,,,,,,
0.4022209346294403,129,,,,,,
,649,0.3755553960800171,0.885986328125,64,,,
,649,,,64,0.14297103881835938,,
0.36155232787132263,130,,,,,,
0.36094987392425537,131,,,,,,
,659,0.3612511157989502,0.888427734375,65,,,
,659,,,65,0.15092222392559052,,
0.39810293912887573,132,,,,,,
0.36637410521507263,133,,,,,,
,669,0.382238507270813,0.88427734375,66,,,
,669,,,66,0.15465638041496277,,
0.3583964705467224,134,,,,,,
0.39046865701675415,135,,,,,,
,679,0.3744325637817383,0.888671875,67,,,
,679,,,67,0.15776440501213074,,
0.39551323652267456,136,,,,,,
0.38903260231018066,137,,,,,,
,689,0.3922729194164276,0.88330078125,68,,,
,689,,,68,0.16318757832050323,,
,699,,,69,,0.18357577919960022,0.93603515625
0.3290197253227234,138,,,,,,
0.3285599946975708,139,,,,,,
,699,0.3287898600101471,0.8994140625,69,,,
,699,,,69,0.1592334508895874,,
0.3371591866016388,140,,,,,,
0.3692722022533417,141,,,,,,
,709,0.35321569442749023,0.892578125,70,,,
,709,,,70,0.15510433912277222,,
0.33651265501976013,142,,,,,,
0.37131938338279724,143,,,,,,
,719,0.3539160192012787,0.889404296875,71,,,
,719,,,71,0.15430836379528046,,
0.34517115354537964,144,,,,,,
0.3837428689002991,145,,,,,,
,729,0.36445701122283936,0.888916015625,72,,,
,729,,,72,0.1593233048915863,,
0.37110260128974915,146,,,,,,
0.37108227610588074,147,,,,,,
,739,0.37109243869781494,0.886474609375,73,,,
,739,,,73,0.16084778308868408,,
,749,,,74,,0.18082155287265778,0.94580078125
0.32542333006858826,148,,,,,,
0.3474549353122711,149,,,,,,
,749,0.3364391326904297,0.89990234375,74,,,
,749,,,74,0.1620311588048935,,
0.37023475766181946,150,,,,,,
0.3347865343093872,151,,,,,,
,759,0.35251063108444214,0.89501953125,75,,,
,759,,,75,0.1650005578994751,,
0.3786424696445465,152,,,,,,
0.3554067611694336,153,,,,,,
,769,0.36702460050582886,0.8935546875,76,,,
,769,,,76,0.16338661313056946,,
0.3814246356487274,154,,,,,,
0.36677780747413635,155,,,,,,
,779,0.3741012215614319,0.885498046875,77,,,
,779,,,77,0.16361364722251892,,
0.33989089727401733,156,,,,,,
0.35452428460121155,157,,,,,,
,789,0.34720760583877563,0.893798828125,78,,,
,789,,,78,0.16838161647319794,,
,799,,,79,,0.18852926790714264,0.939453125
0.3669411838054657,158,,,,,,
0.32817918062210083,159,,,,,,
,799,0.34756016731262207,0.894287109375,79,,,
,799,,,79,0.16848355531692505,,
0.32836559414863586,160,,,,,,
0.3125816881656647,161,,,,,,
,809,0.32047364115715027,0.899658203125,80,,,
,809,,,80,0.15171611309051514,,
0.3298781216144562,162,,,,,,
0.3108338415622711,163,,,,,,
,819,0.32035598158836365,0.898193359375,81,,,
,819,,,81,0.14653757214546204,,
0.3277149200439453,164,,,,,,
0.33837300539016724,165,,,,,,
,829,0.3330439627170563,0.896728515625,82,,,
,829,,,82,0.15635064244270325,,
0.297636479139328,166,,,,,,
0.3280088007450104,167,,,,,,
,839,0.3128226399421692,0.90771484375,83,,,
,839,,,83,0.1507001519203186,,
,849,,,84,,0.1659967303276062,0.94140625
0.32579848170280457,168,,,,,,
0.3092949688434601,169,,,,,,
,849,0.3175467252731323,0.900146484375,84,,,
,849,,,84,0.14289864897727966,,
0.32096484303474426,170,,,,,,
0.33725741505622864,171,,,,,,
,859,0.32911112904548645,0.90185546875,85,,,
,859,,,85,0.14651347696781158,,
0.32382696866989136,172,,,,,,
0.35250622034072876,173,,,,,,
,869,0.33816659450531006,0.896728515625,86,,,
,869,,,86,0.14942587912082672,,
0.3315209746360779,174,,,,,,
0.3206270635128021,175,,,,,,
,879,0.3260740041732788,0.899658203125,87,,,
,879,,,87,0.15061429142951965,,
0.3692072331905365,176,,,,,,
0.32214686274528503,177,,,,,,
,889,0.34567704796791077,0.892578125,88,,,
,889,,,88,0.15275725722312927,,
,899,,,89,,0.16699694097042084,0.9462890625
0.32108649611473083,178,,,,,,
0.3195718824863434,179,,,,,,
,899,0.3203291893005371,0.902587890625,89,,,
,899,,,89,0.15465635061264038,,
0.3284945785999298,180,,,,,,
0.35610225796699524,181,,,,,,
,909,0.3422984182834625,0.89306640625,90,,,
,909,,,90,0.1642502248287201,,
0.3086160123348236,182,,,,,,
0.3572438359260559,183,,,,,,
,919,0.33292990922927856,0.898193359375,91,,,
,919,,,91,0.16358168423175812,,
0.36177146434783936,184,,,,,,
0.34269270300865173,185,,,,,,
,929,0.35223209857940674,0.8935546875,92,,,
,929,,,92,0.17044255137443542,,
0.3134211301803589,186,,,,,,
0.33093103766441345,187,,,,,,
,939,0.32217609882354736,0.91015625,93,,,
,939,,,93,0.17136657238006592,,
,949,,,94,,0.18309693038463593,0.93798828125
0.3084585666656494,188,,,,,,
0.31162795424461365,189,,,,,,
,949,0.3100432753562927,0.90478515625,94,,,
,949,,,94,0.16587099432945251,,
0.3130429983139038,190,,,,,,
0.3140168786048889,191,,,,,,
,959,0.31352993845939636,0.90380859375,95,,,
,959,,,95,0.16170546412467957,,
0.3382314443588257,192,,,,,,
0.3052036166191101,193,,,,,,
,969,0.3217175304889679,0.902099609375,96,,,
,969,,,96,0.16198056936264038,,
0.3502700626850128,194,,,,,,
0.3236691653728485,195,,,,,,
,979,0.33696961402893066,0.8974609375,97,,,
,979,,,97,0.16142617166042328,,
0.27047938108444214,196,,,,,,
0.3134910464286804,197,,,,,,
,989,0.2919852137565613,0.908203125,98,,,
,989,,,98,0.1653001457452774,,
,999,,,99,,0.18224436044692993,0.951171875
0.3493378758430481,198,,,,,,
0.3293517827987671,199,,,,,,
,999,0.3393448293209076,0.89453125,99,,,
,999,,,99,0.1689285933971405,,
