val_cross_entropy_step,step,val_acc,epoch,val_cross_entropy_epoch,cross_entropy_epoch,cross_entropy_step,train_acc
2.1402628421783447,0,,,,,,
2.209747076034546,1,,,,,,
2.133115530014038,2,,,,,,
2.1790666580200195,3,,,,,,
2.124220609664917,4,,,,,,
2.1424713134765625,5,,,,,,
2.1221296787261963,6,,,,,,
2.1610817909240723,7,,,,,,
2.1917545795440674,8,,,,,,
2.1509735584259033,9,,,,,,
2.101773977279663,10,,,,,,
,40,0.7530184388160706,0,2.150599956512451,,,
,40,,0,,2.9036808013916016,,
,49,,1,,,2.239795207977295,0.7109375
1.478983998298645,11,,,,,,
1.5047779083251953,12,,,,,,
1.5635875463485718,13,,,,,,
1.4939571619033813,14,,,,,,
1.5229483842849731,15,,,,,,
1.5165998935699463,16,,,,,,
1.5248942375183105,17,,,,,,
1.5219937562942505,18,,,,,,
1.5277899503707886,19,,,,,,
1.4921971559524536,20,,,,,,
1.4990772008895874,21,,,,,,
,81,0.8709161877632141,1,1.5133460760116577,,,
,81,,1,,2.0206916332244873,,
,99,,2,,,1.3776705265045166,0.796875
0.8488677144050598,22,,,,,,
0.900787889957428,23,,,,,,
0.9046828746795654,24,,,,,,
0.8664828538894653,25,,,,,,
0.8673681616783142,26,,,,,,
0.8987891674041748,27,,,,,,
0.9004438519477844,28,,,,,,
0.8710671067237854,29,,,,,,
0.9222946166992188,30,,,,,,
0.9590727090835571,31,,,,,,
0.9083277583122253,32,,,,,,
,122,0.8902698755264282,2,0.8952895998954773,,,
,122,,2,,1.313400149345398,,
,149,,3,,,0.8761671185493469,0.83984375
0.5355456471443176,33,,,,,,
0.5657419562339783,34,,,,,,
0.5311809778213501,35,,,,,,
0.5446153879165649,36,,,,,,
0.527522623538971,37,,,,,,
0.5038174390792847,38,,,,,,
0.5274228453636169,39,,,,,,
0.5230399966239929,40,,,,,,
0.5630664229393005,41,,,,,,
0.5977818965911865,42,,,,,,
0.566616415977478,43,,,,,,
,163,0.9057173132896423,3,0.5442137718200684,,,
,163,,3,,0.9094712734222412,,
,199,,4,,,0.698990523815155,0.86328125
0.4867980480194092,44,,,,,,
0.4517002999782562,45,,,,,,
0.4451373815536499,46,,,,,,
0.4456198215484619,47,,,,,,
0.4679822325706482,48,,,,,,
0.4512920677661896,49,,,,,,
0.49979671835899353,50,,,,,,
0.4787660539150238,51,,,,,,
0.4985863268375397,52,,,,,,
0.46174904704093933,53,,,,,,
0.4649525582790375,54,,,,,,
,204,0.90234375,4,0.46839821338653564,,,
,204,,4,,0.7335279583930969,,
0.41818469762802124,55,,,,,,
0.46139681339263916,56,,,,,,
