val_cross_entropy_step,step,val_acc,val_cross_entropy_epoch,epoch,cross_entropy_epoch,train_acc,cross_entropy_step
2.0477705001831055,0,,,,,,
1.9102060794830322,1,,,,,,
2.009702444076538,2,,,,,,
2.1073925495147705,3,,,,,,
2.1054115295410156,4,,,,,,
2.064161777496338,5,,,,,,
2.059842586517334,6,,,,,,
2.0604002475738525,7,,,,,,
2.017487049102783,8,,,,,,
1.9929258823394775,9,,,,,,
2.0354952812194824,10,,,,,,
,40,0.5037286877632141,2.0373449325561523,0,,,
,40,,,0,2.976284980773926,,
,49,,,1,,0.61328125,1.6337677240371704
0.5625690221786499,11,,,,,,
0.5268430113792419,12,,,,,,
0.5697467923164368,13,,,,,,
0.5565885901451111,14,,,,,,
0.5836949348449707,15,,,,,,
0.5355126857757568,16,,,,,,
0.5586484670639038,17,,,,,,
0.5729969143867493,18,,,,,,
0.5268908143043518,19,,,,,,
0.5753793120384216,20,,,,,,
0.5779150724411011,21,,,,,,
,81,0.8309659361839294,0.5587987303733826,1,,,
,81,,,1,1.2349218130111694,,
,99,,,2,,0.841796875,0.5165857076644897
0.38958659768104553,22,,,,,,
0.4251515567302704,23,,,,,,
0.38302290439605713,24,,,,,,
0.4028213322162628,25,,,,,,
0.4071643352508545,26,,,,,,
0.3830645680427551,27,,,,,,
0.43251433968544006,28,,,,,,
0.38593319058418274,29,,,,,,
0.34241873025894165,30,,,,,,
0.3256392478942871,31,,,,,,
0.3911549150943756,32,,,,,,
,122,0.8751775622367859,0.3880428969860077,2,,,
,122,,,2,0.5935710072517395,,
