step,val_cross_entropy_step,epoch,val_acc,val_cross_entropy_epoch,cross_entropy_epoch,train_acc,cross_entropy_step
234,0.49499794840812683,,,,,,
235,0.38516294956207275,,,,,,
236,0.48351922631263733,,,,,,
237,0.48138678073883057,,,,,,
238,0.4485214948654175,,,,,,
239,0.4528771638870239,,,,,,
240,0.48457854986190796,,,,,,
241,0.458869069814682,,,,,,
901,,21,0.873046875,0.46599119901657104,,,
901,,21,,,0.4600884020328522,,
242,0.5037082433700562,,,,,,
243,0.5895557403564453,,,,,,
244,0.4582449197769165,,,,,,
245,0.4745105504989624,,,,,,
246,0.549953818321228,,,,,,
247,0.5247390270233154,,,,,,
248,0.4388468563556671,,,,,,
249,0.46860530972480774,,,,,,
250,0.4499199092388153,,,,,,
251,0.4741567373275757,,,,,,
252,0.4619309604167938,,,,,,
942,,22,0.8607954382896423,0.49037930369377136,,,
942,,22,,,0.48446398973464966,,
949,,23,,,,0.87109375,0.48388761281967163
253,0.5173724293708801,,,,,,
254,0.5161861777305603,,,,,,
255,0.45893657207489014,,,,,,
256,0.6244009137153625,,,,,,
257,0.5752184987068176,,,,,,
258,0.5684654712677002,,,,,,
259,0.4771396815776825,,,,,,
260,0.510450005531311,,,,,,
261,0.5321745276451111,,,,,,
262,0.6041025519371033,,,,,,
263,0.547940194606781,,,,,,
983,,23,0.8515625,0.5393079519271851,,,
983,,23,,,0.5066938996315002,,
999,,24,,,,0.84375,0.5105072855949402
264,0.5706391334533691,,,,,,
265,0.5235427618026733,,,,,,
266,0.46370160579681396,,,,,,
267,0.6068801283836365,,,,,,
268,0.5433341860771179,,,,,,
269,0.47599807381629944,,,,,,
270,0.5189257860183716,,,,,,
271,0.554743766784668,,,,,,
272,0.43248623609542847,,,,,,
273,0.5122371912002563,,,,,,
274,0.5082718133926392,,,,,,
1024,,24,0.8558238744735718,0.5191600322723389,,,
1024,,24,,,0.5251731872558594,,
1049,,25,,,,0.8515625,0.5174597501754761
275,0.5104249715805054,,,,,,
276,0.5772853493690491,,,,,,
277,0.550896406173706,,,,,,
278,0.4542400538921356,,,,,,
279,0.5703956484794617,,,,,,
280,0.548821210861206,,,,,,
281,0.4810311794281006,,,,,,
282,0.5593234896659851,,,,,,
283,0.5838477611541748,,,,,,
284,0.5340230464935303,,,,,,
285,0.44146499037742615,,,,,,
1065,,25,0.8538707494735718,0.5283413529396057,,,
1065,,25,,,0.5400814414024353,,
1099,,26,,,,0.845703125,0.5467364192008972
286,0.5941042900085449,,,,,,
287,0.5405153036117554,,,,,,
288,0.6087418794631958,,,,,,
289,0.5601670145988464,,,,,,
290,0.5402186512947083,,,,,,
291,0.5222282409667969,,,,,,
292,0.5691335797309875,,,,,,
293,0.5729997158050537,,,,,,
294,0.48778235912323,,,,,,
295,0.6288511157035828,,,,,,
296,0.5588479042053223,,,,,,
1106,,26,0.8464133739471436,0.5621445178985596,,,
1106,,26,,,0.5677188634872437,,
297,0.6772676110267639,,,,,,
298,0.7086403965950012,,,,,,
299,0.6093725562095642,,,,,,
300,0.6548110842704773,,,,,,
301,0.6457623243331909,,,,,,
302,0.6477003693580627,,,,,,
303,0.6430748701095581,,,,,,
304,0.7109555602073669,,,,,,
305,0.6131026148796082,,,,,,
306,0.681988000869751,,,,,,
307,0.6709017753601074,,,,,,
1147,,27,0.8174715638160706,0.6603251695632935,,,
1147,,27,,,0.6288569569587708,,
1149,,28,,,,0.80859375,0.6793156266212463
