val_cross_entropy_step,step,val_acc,val_cross_entropy_epoch,epoch,cross_entropy_epoch,cross_entropy_step,train_acc
0.6441959142684937,275,,,,,,
0.7036925554275513,276,,,,,,
0.6739740371704102,277,,,,,,
0.5855683088302612,278,,,,,,
0.7224009037017822,279,,,,,,
0.68861323595047,280,,,,,,
0.7000306248664856,281,,,,,,
0.6243461966514587,282,,,,,,
0.7687894701957703,283,,,,,,
0.7080857157707214,284,,,,,,
0.6309364438056946,285,,,,,,
,1065,0.8291903138160706,0.6773303151130676,25,,,
,1065,,,25,0.6817841529846191,,
,1099,,,26,,0.6816007494926453,0.80859375
0.6750486493110657,286,,,,,,
0.6482982039451599,287,,,,,,
0.6413937211036682,288,,,,,,
0.6078250408172607,289,,,,,,
0.6007524728775024,290,,,,,,
0.6359744668006897,291,,,,,,
0.7076217532157898,292,,,,,,
0.5913553237915039,293,,,,,,
0.5923640131950378,294,,,,,,
0.6375136971473694,295,,,,,,
0.5839428305625916,296,,,,,,
,1106,0.8299005627632141,0.6292808651924133,26,,,
,1106,,,26,0.661635160446167,,
0.6438957452774048,297,,,,,,
0.7424101233482361,298,,,,,,
0.6042092442512512,299,,,,,,
0.6937812566757202,300,,,,,,
0.6519693732261658,301,,,,,,
0.6992670297622681,302,,,,,,
0.6870457530021667,303,,,,,,
0.6541429758071899,304,,,,,,
0.7231812477111816,305,,,,,,
0.6225200891494751,306,,,,,,
0.63617342710495,307,,,,,,
,1147,0.826171875,0.6689631938934326,27,,,
,1147,,,27,0.6783021092414856,,
,1149,,,28,,0.7329241037368774,0.810546875
0.6740909814834595,308,,,,,,
0.6242678761482239,309,,,,,,
0.6472517251968384,310,,,,,,
0.6826273202896118,311,,,,,,
0.6660435795783997,312,,,,,,
0.6118032336235046,313,,,,,,
0.670830488204956,314,,,,,,
0.6341785192489624,315,,,,,,
0.6848098635673523,316,,,,,,
0.5824111104011536,317,,,,,,
0.7581364512443542,318,,,,,,
,1188,0.8204900622367859,0.657859206199646,28,,,
,1188,,,28,0.7004603147506714,,
,1199,,,29,,0.5910558104515076,0.83203125
0.6644948124885559,319,,,,,,
0.688086211681366,320,,,,,,
0.7036898732185364,321,,,,,,
0.7103127241134644,322,,,,,,
0.6404376029968262,323,,,,,,
0.6149731278419495,324,,,,,,
0.6520246267318726,325,,,,,,
0.6828605532646179,326,,,,,,
0.6783276796340942,327,,,,,,
0.6948919296264648,328,,,,,,
0.7545495629310608,329,,,,,,
,1229,0.8199573755264282,0.6804225444793701,29,,,
,1229,,,29,0.7020112872123718,,
,1249,,,30,,0.6404597163200378,0.8203125
0.6701402068138123,330,,,,,,
0.7194933891296387,331,,,,,,
0.7114060521125793,332,,,,,,
0.6844862699508667,333,,,,,,
0.6776759028434753,334,,,,,,
0.6621749997138977,335,,,,,,
0.6463779211044312,336,,,,,,
0.6750222444534302,337,,,,,,
0.6926676630973816,338,,,,,,
0.6637400388717651,339,,,,,,
0.7398974895477295,340,,,,,,
,1270,0.8201349377632141,0.685734748840332,30,,,
,1270,,,30,0.7022526860237122,,
,1299,,,31,,0.714388370513916,0.806640625
0.6631798148155212,341,,,,,,
0.6228955984115601,342,,,,,,
0.6053012013435364,343,,,,,,
0.719558835029602,344,,,,,,
0.7030845284461975,345,,,,,,
0.6592967510223389,346,,,,,,
0.7222363352775574,347,,,,,,
0.6262844204902649,348,,,,,,
0.6536778807640076,349,,,,,,
0.6337794661521912,350,,,,,,
0.6105103492736816,351,,,,,,
,1311,0.8251065611839294,0.6563459038734436,31,,,
,1311,,,31,0.6960758566856384,,
,1349,,,32,,0.7184454202651978,0.798828125
0.5696479678153992,352,,,,,,
0.7734391689300537,353,,,,,,
0.601698100566864,354,,,,,,
0.6463838815689087,355,,,,,,
0.7099226713180542,356,,,,,,
0.7085286378860474,357,,,,,,
0.6436545848846436,358,,,,,,
0.7268276214599609,359,,,,,,
0.5633216500282288,360,,,,,,
0.6514433026313782,361,,,,,,
0.6485254168510437,362,,,,,,
,1352,0.8334516882896423,0.6584903001785278,32,,,
,1352,,,32,0.7075557708740234,,
0.7208829522132874,363,,,,,,
0.6510518193244934,364,,,,,,
0.6795011162757874,365,,,,,,
0.7081081867218018,366,,,,,,
0.6749268770217896,367,,,,,,
0.6783540844917297,368,,,,,,
0.5929648876190186,369,,,,,,
0.6811714172363281,370,,,,,,
0.6671828627586365,371,,,,,,
0.6074824333190918,372,,,,,,
0.6495400071144104,373,,,,,,
,1393,0.8254616260528564,0.6646515727043152,33,,,
,1393,,,33,0.7326943278312683,,
,1399,,,34,,0.6634560823440552,0.830078125
0.7561992406845093,374,,,,,,
0.6839616298675537,375,,,,,,
0.6892768144607544,376,,,,,,
0.7240766286849976,377,,,,,,
0.7414218783378601,378,,,,,,
0.6838506460189819,379,,,,,,
0.7191057801246643,380,,,,,,
0.752701461315155,381,,,,,,
0.7134674191474915,382,,,,,,
0.7193958163261414,383,,,,,,
0.7514573335647583,384,,,,,,
,1434,0.8068181872367859,0.7213558554649353,34,,,
,1434,,,34,0.7240275144577026,,
,1449,,,35,,0.7759590148925781,0.78515625
0.7947707176208496,385,,,,,,
0.6926183104515076,386,,,,,,
0.68887859582901,387,,,,,,
0.7241078019142151,388,,,,,,
0.764620840549469,389,,,,,,
0.678479015827179,390,,,,,,
0.786990761756897,391,,,,,,
0.6730951070785522,392,,,,,,
0.7332780957221985,393,,,,,,
0.673502504825592,394,,,,,,
0.70198655128479,395,,,,,,
,1475,0.8117897510528564,0.7193025946617126,35,,,
,1475,,,35,0.7450071573257446,,
,1499,,,36,,0.8167112469673157,0.7890625
0.7707512974739075,396,,,,,,
0.7697001099586487,397,,,,,,
0.730211615562439,398,,,,,,
0.7855042219161987,399,,,,,,
0.8001887798309326,400,,,,,,
0.8502063751220703,401,,,,,,
0.7022304534912109,402,,,,,,
0.7824870944023132,403,,,,,,
0.7123098969459534,404,,,,,,
0.7390197515487671,405,,,,,,
0.7524804472923279,406,,,,,,
,1516,0.8006036877632141,0.7631899118423462,36,,,
,1516,,,36,0.7630389928817749,,
,1549,,,37,,0.8617576360702515,0.7734375
0.7063375115394592,407,,,,,,
0.7276833653450012,408,,,,,,
0.7877855896949768,409,,,,,,
0.7742570042610168,410,,,,,,
0.7638164162635803,411,,,,,,
0.7282994389533997,412,,,,,,
0.721282958984375,413,,,,,,
0.8309913277626038,414,,,,,,
0.8771365880966187,415,,,,,,
0.7127514481544495,416,,,,,,
0.7867916226387024,417,,,,,,
,1557,0.8006036877632141,0.7651939392089844,37,,,
,1557,,,37,0.8043047189712524,,
0.7646216750144958,418,,,,,,
0.7219060659408569,419,,,,,,
0.8175855278968811,420,,,,,,
0.6920371055603027,421,,,,,,
0.661720335483551,422,,,,,,
0.7779500484466553,423,,,,,,
0.7269896268844604,424,,,,,,
0.6966956853866577,425,,,,,,
0.7059020400047302,426,,,,,,
0.703799843788147,427,,,,,,
0.7689968347549438,428,,,,,,
,1598,0.80859375,0.7307459115982056,38,,,
,1598,,,38,0.7828446626663208,,
,1599,,,39,,0.7443757057189941,0.798828125
0.8232628107070923,429,,,,,,
0.8152843117713928,430,,,,,,
0.7424233555793762,431,,,,,,
0.7897496223449707,432,,,,,,
0.8145434260368347,433,,,,,,
0.7242686152458191,434,,,,,,
0.7508529424667358,435,,,,,,
0.7810973525047302,436,,,,,,
0.8158965110778809,437,,,,,,
0.767062783241272,438,,,,,,
0.8230326175689697,439,,,,,,
,1639,0.7846235632896423,0.7861340045928955,39,,,
,1639,,,39,0.7970064878463745,,
,1649,,,40,,0.7657122015953064,0.78515625
0.7436791062355042,440,,,,,,
0.6770509481430054,441,,,,,,
0.6619423031806946,442,,,,,,
0.7485036253929138,443,,,,,,
0.891082763671875,444,,,,,,
0.7935758233070374,445,,,,,,
0.7945893406867981,446,,,,,,
0.7720701694488525,447,,,,,,
0.8136444091796875,448,,,,,,
0.7467514276504517,449,,,,,,
0.7094523310661316,450,,,,,,
,1680,0.7927911877632141,0.759303867816925,40,,,
,1680,,,40,0.7869164347648621,,
,1699,,,41,,0.6765109300613403,0.82421875
0.7123776078224182,451,,,,,,
0.8142175078392029,452,,,,,,
0.7754490971565247,453,,,,,,
0.7041283845901489,454,,,,,,
0.6827874779701233,455,,,,,,
0.6972830295562744,456,,,,,,
0.8075059652328491,457,,,,,,
0.7066269516944885,458,,,,,,
0.8066521883010864,459,,,,,,
0.7047131061553955,460,,,,,,
0.7415033578872681,461,,,,,,
,1721,0.8020241260528564,0.7412040829658508,41,,,
,1721,,,41,0.7714716792106628,,
,1749,,,42,,0.8053978085517883,0.77734375
0.774311900138855,462,,,,,,
0.8134803771972656,463,,,,,,
0.6787624955177307,464,,,,,,
0.6802806854248047,465,,,,,,
0.8219167590141296,466,,,,,,
0.7414155006408691,467,,,,,,
0.745028018951416,468,,,,,,
0.8545987010002136,469,,,,,,
0.7395365238189697,470,,,,,,
0.7762336134910583,471,,,,,,
0.8233721256256104,472,,,,,,
,1762,0.7970525622367859,0.7680851221084595,42,,,
,1762,,,42,0.807112455368042,,
,1799,,,43,,0.8763144016265869,0.763671875
0.7473148107528687,473,,,,,,
0.7056193947792053,474,,,,,,
0.7430996894836426,475,,,,,,
0.6933544874191284,476,,,,,,
0.7061135172843933,477,,,,,,
0.7173632979393005,478,,,,,,
0.7864139676094055,479,,,,,,
0.760561466217041,480,,,,,,
0.7438213229179382,481,,,,,,
0.6699257493019104,482,,,,,,
0.8065968751907349,483,,,,,,
,1803,0.8037996888160706,0.7345622777938843,43,,,
,1803,,,43,0.8180994391441345,,
0.7517797946929932,484,,,,,,
0.764707088470459,485,,,,,,
0.7322190999984741,486,,,,,,
0.7278370261192322,487,,,,,,
0.8438641428947449,488,,,,,,
0.7405449151992798,489,,,,,,
0.761015772819519,490,,,,,,
0.6647647619247437,491,,,,,,
0.7512351870536804,492,,,,,,
0.7863425612449646,493,,,,,,
0.7458005547523499,494,,,,,,
,1844,0.7986505627632141,0.7518282532691956,44,,,
,1844,,,44,0.8045579791069031,,
,1849,,,45,,0.8093430399894714,0.78125
0.7740157246589661,495,,,,,,
0.8331291079521179,496,,,,,,
0.8072635531425476,497,,,,,,
0.735368013381958,498,,,,,,
0.8107165694236755,499,,,,,,
0.7839144468307495,500,,,,,,
0.8241952061653137,501,,,,,,
0.7505651712417603,502,,,,,,
0.8628206849098206,503,,,,,,
0.8389464020729065,504,,,,,,
0.7605882883071899,505,,,,,,
,1885,0.7853338122367859,0.7983203530311584,45,,,
,1885,,,45,0.8255323171615601,,
,1899,,,46,,0.7868658304214478,0.779296875
0.7354011535644531,506,,,,,,
0.7472305297851562,507,,,,,,
0.7863638401031494,508,,,,,,
0.8641907572746277,509,,,,,,
0.830329954624176,510,,,,,,
0.8664964437484741,511,,,,,,
0.8259485363960266,512,,,,,,
0.8325188159942627,513,,,,,,
0.790330708026886,514,,,,,,
0.8431645631790161,515,,,,,,
0.9248611927032471,516,,,,,,
,1926,0.7814275622367859,0.8224397301673889,46,,,
,1926,,,46,0.8652575612068176,,
,1949,,,47,,0.8158683776855469,0.798828125
0.8564479947090149,517,,,,,,
0.8268743753433228,518,,,,,,
0.8502646088600159,519,,,,,,
0.8343137502670288,520,,,,,,
0.8026229739189148,521,,,,,,
0.9201259016990662,522,,,,,,
0.7128247618675232,523,,,,,,
0.792367160320282,524,,,,,,
0.754161536693573,525,,,,,,
0.8600913286209106,526,,,,,,
0.8384820222854614,527,,,,,,
,1967,0.7782315611839294,0.822597861289978,47,,,
,1967,,,47,0.8304088711738586,,
,1999,,,48,,0.8588494658470154,0.765625
0.7334783673286438,528,,,,,,
0.7531110644340515,529,,,,,,
0.7285276651382446,530,,,,,,
0.7189903855323792,531,,,,,,
0.6477794647216797,532,,,,,,
0.7908715605735779,533,,,,,,
0.7052215933799744,534,,,,,,
0.7630068063735962,535,,,,,,
0.740504801273346,536,,,,,,
0.7165630459785461,537,,,,,,
0.8112350106239319,538,,,,,,
,2008,0.8039772510528564,0.7372081875801086,48,,,
,2008,,,48,0.8366464972496033,,
,2049,,,49,,0.8558619618415833,0.775390625
0.784993588924408,539,,,,,,
0.7262187004089355,540,,,,,,
0.7436655163764954,541,,,,,,
0.736909806728363,542,,,,,,
0.7797279357910156,543,,,,,,
0.6956313252449036,544,,,,,,
0.7296085953712463,545,,,,,,
0.8128861784934998,546,,,,,,
0.6479077339172363,547,,,,,,
0.7098763585090637,548,,,,,,
0.800406277179718,549,,,,,,
,2049,0.7991832494735718,0.7425302267074585,49,,,
,2049,,,49,0.8436844348907471,,
0.8167563080787659,550,,,,,,
0.8433101773262024,551,,,,,,
0.8008221387863159,552,,,,,,
0.881772518157959,553,,,,,,
0.7905362844467163,554,,,,,,
0.7208471894264221,555,,,,,,
0.6864013671875,556,,,,,,
0.8065171241760254,557,,,,,,
0.7940100431442261,558,,,,,,
0.7475496530532837,559,,,,,,
0.7674674391746521,560,,,,,,
,2090,0.7956321239471436,0.7869081497192383,50,,,
,2090,,,50,0.8537596464157104,,
,2099,,,51,,0.903536856174469,0.76171875
0.8503214120864868,561,,,,,,
0.8237720131874084,562,,,,,,
0.8232656121253967,563,,,,,,
0.8408900499343872,564,,,,,,
0.8283116817474365,565,,,,,,
0.8033996820449829,566,,,,,,
0.8285273313522339,567,,,,,,
0.8451363444328308,568,,,,,,
0.7813855409622192,569,,,,,,
0.7597367763519287,570,,,,,,
0.8358449339866638,571,,,,,,
,2131,0.7876420617103577,0.8200538158416748,51,,,
,2131,,,51,0.8910642266273499,,
,2149,,,52,,0.8927214741706848,0.7421875
0.7445933222770691,572,,,,,,
0.8191008567810059,573,,,,,,
0.7381409406661987,574,,,,,,
0.7805818319320679,575,,,,,,
0.8014925718307495,576,,,,,,
0.7930309176445007,577,,,,,,
0.8730910420417786,578,,,,,,
0.7270553708076477,579,,,,,,
0.7621405720710754,580,,,,,,
0.7040754556655884,581,,,,,,
0.7289583086967468,582,,,,,,
,2172,0.794921875,0.770205557346344,52,,,
,2172,,,52,0.8805147409439087,,
,2199,,,53,,0.8178889155387878,0.78125
0.8597819805145264,583,,,,,,
0.8508768081665039,584,,,,,,
0.8430231809616089,585,,,,,,
0.8689553141593933,586,,,,,,
0.7709156274795532,587,,,,,,
0.8837550282478333,588,,,,,,
0.7884367108345032,589,,,,,,
0.826877772808075,590,,,,,,
0.8477783799171448,591,,,,,,
0.7686377763748169,592,,,,,,
0.8026132583618164,593,,,,,,
,2213,0.7858664989471436,0.8283320069313049,53,,,
,2213,,,53,0.8851627111434937,,
,2249,,,54,,0.8939892649650574,0.767578125
0.9214382767677307,594,,,,,,
0.9131222367286682,595,,,,,,
0.9251033663749695,596,,,,,,
0.8177019357681274,597,,,,,,
0.8535803556442261,598,,,,,,
0.8283789157867432,599,,,,,,
0.8889429569244385,600,,,,,,
0.8971228003501892,601,,,,,,
0.9099243879318237,602,,,,,,
1.0022451877593994,603,,,,,,
0.9819609522819519,604,,,,,,
,2254,0.7661576867103577,0.9035928845405579,54,,,
,2254,,,54,0.876679003238678,,
0.7942598462104797,605,,,,,,
0.8731934428215027,606,,,,,,
0.8603565692901611,607,,,,,,
0.7368853688240051,608,,,,,,
0.7358383536338806,609,,,,,,
0.8886069059371948,610,,,,,,
0.8120874762535095,611,,,,,,
0.7580016255378723,612,,,,,,
0.8270245790481567,613,,,,,,
0.8311914205551147,614,,,,,,
