val_cross_entropy_step,step,val_acc,epoch,val_cross_entropy_epoch,cross_entropy_epoch,cross_entropy_step,train_acc
0.5758137106895447,615,,,,,,
,2295,0.8819246888160706,55,0.5198252201080322,,,
,2295,,55,,0.9505792856216431,,
,2299,,56,,,1.0231451988220215,0.705078125
0.5157370567321777,616,,,,,,
0.5225232243537903,617,,,,,,
0.5317496061325073,618,,,,,,
0.5098018050193787,619,,,,,,
0.47167831659317017,620,,,,,,
0.4718465805053711,621,,,,,,
0.5502787232398987,622,,,,,,
0.5252432823181152,623,,,,,,
0.4812926650047302,624,,,,,,
0.5967287421226501,625,,,,,,
0.49463701248168945,626,,,,,,
,2336,0.8852983117103577,56,0.5155924558639526,,,
,2336,,56,,0.9492658376693726,,
,2349,,57,,,0.9165540337562561,0.75
0.5217622518539429,627,,,,,,
0.5354781746864319,628,,,,,,
0.4755078852176666,629,,,,,,
0.4781336784362793,630,,,,,,
0.4599069356918335,631,,,,,,
0.529628336429596,632,,,,,,
0.4880464971065521,633,,,,,,
0.5023429989814758,634,,,,,,
0.4901406168937683,635,,,,,,
0.47867551445961,636,,,,,,
0.5180225372314453,637,,,,,,
,2377,0.8821022510528564,57,0.4979677200317383,,,
,2377,,57,,0.9551655054092407,,
,2399,,58,,,0.9573445320129395,0.728515625
0.5173802375793457,638,,,,,,
0.5122235417366028,639,,,,,,
0.48618829250335693,640,,,,,,
0.5345997214317322,641,,,,,,
0.49870765209198,642,,,,,,
0.5226790308952332,643,,,,,,
0.4991092383861542,644,,,,,,
0.5421931147575378,645,,,,,,
0.5111182332038879,646,,,,,,
0.5334014296531677,647,,,,,,
0.5325589179992676,648,,,,,,
,2418,0.880859375,58,0.5172872543334961,,,
,2418,,58,,0.951512336730957,,
,2449,,59,,,0.9071362018585205,0.736328125
0.47880223393440247,649,,,,,,
0.5287140607833862,650,,,,,,
0.4958780109882355,651,,,,,,
0.5036566853523254,652,,,,,,
0.5549119114875793,653,,,,,,
0.5465753674507141,654,,,,,,
0.46545419096946716,655,,,,,,
0.5062347054481506,656,,,,,,
0.4866388142108917,657,,,,,,
0.49797993898391724,658,,,,,,
0.5235610604286194,659,,,,,,
,2459,0.8765980005264282,59,0.5080370306968689,,,
,2459,,59,,0.9537977576255798,,
,2499,,60,,,0.969870388507843,0.720703125
0.5317018032073975,660,,,,,,
0.4864521026611328,661,,,,,,
0.5238142013549805,662,,,,,,
0.5116361975669861,663,,,,,,
0.5005666613578796,664,,,,,,
0.4536634385585785,665,,,,,,
0.5477272272109985,666,,,,,,
0.4918181002140045,667,,,,,,
0.5065730810165405,668,,,,,,
0.5119383335113525,669,,,,,,
0.49009519815444946,670,,,,,,
,2500,0.8803266882896423,60,0.5050897002220154,,,
,2500,,60,,0.9539743065834045,,
0.4804156422615051,671,,,,,,
0.5131403803825378,672,,,,,,
0.5388033986091614,673,,,,,,
0.5329462885856628,674,,,,,,
0.45694923400878906,675,,,,,,
0.5444507598876953,676,,,,,,
0.5013763308525085,677,,,,,,
0.5338906049728394,678,,,,,,
0.4890708923339844,679,,,,,,
0.5385991930961609,680,,,,,,
0.5129469037055969,681,,,,,,
,2541,0.8868963122367859,61,0.5129626989364624,,,
,2541,,61,,0.9502652883529663,,
,2549,,62,,,1.0333566665649414,0.705078125
0.49338093400001526,682,,,,,,
0.5371407270431519,683,,,,,,
0.48742130398750305,684,,,,,,
0.5586346983909607,685,,,,,,
0.5273992419242859,686,,,,,,
0.47942206263542175,687,,,,,,
0.5452361106872559,688,,,,,,
0.4665765166282654,689,,,,,,
0.5166996717453003,690,,,,,,
0.5238485932350159,691,,,,,,
0.5575061440467834,692,,,,,,
,2582,0.8702059388160706,62,0.5175696015357971,,,
,2582,,62,,0.958259105682373,,
,2599,,63,,,0.876795768737793,0.759765625
0.5675346851348877,693,,,,,,
0.4664633870124817,694,,,,,,
0.5267871022224426,695,,,,,,
0.4956547021865845,696,,,,,,
0.5189883708953857,697,,,,,,
0.4893251955509186,698,,,,,,
0.5970653891563416,699,,,,,,
0.4814196527004242,700,,,,,,
0.5470696091651917,701,,,,,,
0.5076344013214111,702,,,,,,
0.47298911213874817,703,,,,,,
,2623,0.8709161877632141,63,0.5155392289161682,,,
,2623,,63,,0.9510005116462708,,
,2649,,64,,,0.9513126611709595,0.7421875
0.4842134416103363,704,,,,,,
0.5358854532241821,705,,,,,,
0.5104812383651733,706,,,,,,
0.5172850489616394,707,,,,,,
0.4997658431529999,708,,,,,,
0.5266656279563904,709,,,,,,
0.5391116738319397,710,,,,,,
0.49944835901260376,711,,,,,,
0.47468551993370056,712,,,,,,
0.4971819519996643,713,,,,,,
0.5104545950889587,714,,,,,,
,2664,0.8815696239471436,64,0.5086526274681091,,,
,2664,,64,,0.9621328115463257,,
,2699,,65,,,0.9455329775810242,0.7421875
0.5171967148780823,715,,,,,,
0.5574127435684204,716,,,,,,
0.43604233860969543,717,,,,,,
0.5185907483100891,718,,,,,,
0.5099664330482483,719,,,,,,
0.4661417305469513,720,,,,,,
0.47821319103240967,721,,,,,,
0.5379765629768372,722,,,,,,
0.4903978407382965,723,,,,,,
0.5202946066856384,724,,,,,,
0.5397806167602539,725,,,,,,
,2705,0.8858309388160706,65,0.5065467357635498,,,
,2705,,65,,0.9558263421058655,,
0.48549696803092957,726,,,,,,
0.5524842739105225,727,,,,,,
0.5089030861854553,728,,,,,,
0.5379055738449097,729,,,,,,
0.5181782841682434,730,,,,,,
0.5148478746414185,731,,,,,,
0.5834060311317444,732,,,,,,
0.5305942296981812,733,,,,,,
0.4759993255138397,734,,,,,,
0.4983862042427063,735,,,,,,
0.5071163177490234,736,,,,,,
,2746,0.8776633739471436,66,0.5193925499916077,,,
,2746,,66,,0.9576422572135925,,
,2749,,67,,,1.010206937789917,0.70703125
0.47770893573760986,737,,,,,,
0.4933224022388458,738,,,,,,
0.5329151749610901,739,,,,,,
0.539909303188324,740,,,,,,
0.5705193281173706,741,,,,,,
0.46532201766967773,742,,,,,,
0.5476857423782349,743,,,,,,
0.5560089945793152,744,,,,,,
0.5123333930969238,745,,,,,,
0.5236206650733948,746,,,,,,
0.5099042057991028,747,,,,,,
,2787,0.8790838122367859,67,0.5208408832550049,,,
,2787,,67,,0.968250572681427,,
,2799,,68,,,0.9833530187606812,0.73046875
0.5153528451919556,748,,,,,,
0.533453106880188,749,,,,,,
0.6128957867622375,750,,,,,,
0.5334041118621826,751,,,,,,
0.5076444149017334,752,,,,,,
0.47452375292778015,753,,,,,,
0.5627140998840332,754,,,,,,
0.5807924866676331,755,,,,,,
0.5045784115791321,756,,,,,,
0.5222390294075012,757,,,,,,
0.4876016676425934,758,,,,,,
,2828,0.8694957494735718,68,0.5304727554321289,,,
,2828,,68,,0.9660153985023499,,
,2849,,69,,,0.9838889241218567,0.71484375
0.5208073258399963,759,,,,,,
0.6064863801002502,760,,,,,,
0.5337145924568176,761,,,,,,
0.4974483847618103,762,,,,,,
0.5498942732810974,763,,,,,,
0.5770324468612671,764,,,,,,
0.5266755223274231,765,,,,,,
0.531924307346344,766,,,,,,
0.4980819523334503,767,,,,,,
0.495604932308197,768,,,,,,
0.5801491141319275,769,,,,,,
,2869,0.8726917505264282,69,0.5379836559295654,,,
,2869,,69,,0.9673433303833008,,
,2899,,70,,,0.9852285385131836,0.716796875
0.48978129029273987,770,,,,,,
0.540290892124176,771,,,,,,
0.5331875681877136,772,,,,,,
0.5626651644706726,773,,,,,,
0.5934900641441345,774,,,,,,
0.5168066620826721,775,,,,,,
0.5002093315124512,776,,,,,,
0.5119492411613464,777,,,,,,
0.5423526167869568,778,,,,,,
0.5566583275794983,779,,,,,,
0.5600275993347168,780,,,,,,
,2910,0.8773082494735718,70,0.5370380878448486,,,
,2910,,70,,0.9606339335441589,,
,2949,,71,,,0.9436385035514832,0.72265625
0.4519073963165283,781,,,,,,
0.5455884337425232,782,,,,,,
0.5246498584747314,783,,,,,,
0.540476381778717,784,,,,,,
0.5481095314025879,785,,,,,,
0.5241930484771729,786,,,,,,
0.5268417596817017,787,,,,,,
0.5198278427124023,788,,,,,,
0.4794141352176666,789,,,,,,
0.4835405945777893,790,,,,,,
0.5002670288085938,791,,,,,,
,2951,0.8794389367103577,71,0.5131650567054749,,,
,2951,,71,,0.9616454243659973,,
0.514961302280426,792,,,,,,
0.5143209099769592,793,,,,,,
0.5155000686645508,794,,,,,,
0.5022467970848083,795,,,,,,
0.4925258755683899,796,,,,,,
0.5345730185508728,797,,,,,,
0.5361039042472839,798,,,,,,
0.5363642573356628,799,,,,,,
0.49941349029541016,800,,,,,,
0.5403405427932739,801,,,,,,
0.5484781265258789,802,,,,,,
,2992,0.8812144994735718,72,0.5213479995727539,,,
,2992,,72,,0.9522629976272583,,
,2999,,73,,,0.9266573786735535,0.73046875
0.5589232444763184,803,,,,,,
0.5383403897285461,804,,,,,,
0.5299223065376282,805,,,,,,
0.5368920564651489,806,,,,,,
0.5107932090759277,807,,,,,,
0.5426711440086365,808,,,,,,
0.4983794689178467,809,,,,,,
0.5760285258293152,810,,,,,,
0.5472968816757202,811,,,,,,
0.5764911770820618,812,,,,,,
0.49002891778945923,813,,,,,,
,3033,0.87109375,73,0.5368879437446594,,,
,3033,,73,,0.9524645805358887,,
,3049,,74,,,0.9763437509536743,0.720703125
0.5124737620353699,814,,,,,,
0.6064324378967285,815,,,,,,
0.5682646036148071,816,,,,,,
0.5332162976264954,817,,,,,,
0.5259451270103455,818,,,,,,
0.5558832883834839,819,,,,,,
0.5038201808929443,820,,,,,,
0.5314669609069824,821,,,,,,
0.5300494432449341,822,,,,,,
0.5639068484306335,823,,,,,,
0.5486361384391785,824,,,,,,
,3074,0.8725141882896423,74,0.5436449646949768,,,
,3074,,74,,0.9578763246536255,,
,3099,,75,,,0.9876180291175842,0.736328125
0.5700307488441467,825,,,,,,
0.5595464110374451,826,,,,,,
0.5547211766242981,827,,,,,,
0.5562655925750732,828,,,,,,
0.5596616268157959,829,,,,,,
0.5249753594398499,830,,,,,,
0.5134681463241577,831,,,,,,
0.5417352318763733,832,,,,,,
0.5376625061035156,833,,,,,,
0.5124082565307617,834,,,,,,
0.5663302540779114,835,,,,,,
,3115,0.8737571239471436,75,0.5451641082763672,,,
,3115,,75,,0.9643294811248779,,
,3149,,76,,,0.9244313836097717,0.72265625
0.5216643810272217,836,,,,,,
0.5273672938346863,837,,,,,,
0.5061272382736206,838,,,,,,
0.5174578428268433,839,,,,,,
0.478244423866272,840,,,,,,
0.4616175889968872,841,,,,,,
0.46644026041030884,842,,,,,,
0.46269935369491577,843,,,,,,
0.47809481620788574,844,,,,,,
0.502964437007904,845,,,,,,
0.5277116894721985,846,,,,,,
,3156,0.8824573755264282,76,0.4954899549484253,,,
,3156,,76,,0.9512267708778381,,
0.4427465498447418,847,,,,,,
0.46553242206573486,848,,,,,,
0.5245664119720459,849,,,,,,
0.5419548153877258,850,,,,,,
0.5377793312072754,851,,,,,,
0.5201357007026672,852,,,,,,
0.4984195828437805,853,,,,,,
0.48789674043655396,854,,,,,,
0.5348080396652222,855,,,,,,
0.5417909622192383,856,,,,,,
0.5735445618629456,857,,,,,,
,3197,0.8790838122367859,77,0.5153795480728149,,,
,3197,,77,,0.9593076705932617,,
,3199,,78,,,0.928996205329895,0.734375
0.5053150653839111,858,,,,,,
0.5151925086975098,859,,,,,,
0.5123739838600159,860,,,,,,
0.48036110401153564,861,,,,,,
0.48597222566604614,862,,,,,,
0.5274592638015747,863,,,,,,
0.5600752234458923,864,,,,,,
0.4803476929664612,865,,,,,,
0.5533162951469421,866,,,,,,
0.5308127999305725,867,,,,,,
0.47265031933784485,868,,,,,,
,3238,0.8854758739471436,78,0.511261522769928,,,
,3238,,78,,0.9593627452850342,,
,3249,,79,,,0.9767658710479736,0.732421875
0.5505586862564087,869,,,,,,
0.4964788258075714,870,,,,,,
0.5498338341712952,871,,,,,,
0.5568280816078186,872,,,,,,
0.5145206451416016,873,,,,,,
0.5257708430290222,874,,,,,,
0.49712473154067993,875,,,,,,
0.5446251630783081,876,,,,,,
0.5308866500854492,877,,,,,,
0.5539091229438782,878,,,,,,
0.5247005820274353,879,,,,,,
,3279,0.8757102489471436,79,0.5313851833343506,,,
,3279,,79,,0.9643359184265137,,
,3299,,80,,,0.9896795153617859,0.716796875
0.5155813694000244,880,,,,,,
0.5195407867431641,881,,,,,,
0.5277086496353149,882,,,,,,
0.5117051005363464,883,,,,,,
0.48601678013801575,884,,,,,,
0.4990082085132599,885,,,,,,
0.511428952217102,886,,,,,,
0.508614182472229,887,,,,,,
0.5132306814193726,888,,,,,,
0.5283685326576233,889,,,,,,
0.4923458695411682,890,,,,,,
,3320,0.8838778138160706,80,0.510322630405426,,,
,3320,,80,,0.9685648679733276,,
,3349,,81,,,1.0200835466384888,0.697265625
0.5423157215118408,891,,,,,,
0.5467775464057922,892,,,,,,
0.5412142872810364,893,,,,,,
0.5445414781570435,894,,,,,,
0.5484671592712402,895,,,,,,
0.6129966974258423,896,,,,,,
0.5239195227622986,897,,,,,,
0.5278864502906799,898,,,,,,
0.557987630367279,899,,,,,,
0.5231384038925171,900,,,,,,
0.5430811643600464,901,,,,,,
,3361,0.8693181872367859,81,0.546575129032135,,,
,3361,,81,,0.9562273621559143,,
,3399,,82,,,1.0077205896377563,0.712890625
0.5562818050384521,902,,,,,,
0.5513498783111572,903,,,,,,
0.5467429757118225,904,,,,,,
0.533204197883606,905,,,,,,
0.5091844797134399,906,,,,,,
0.5411827564239502,907,,,,,,
0.5466307997703552,908,,,,,,
0.5827610492706299,909,,,,,,
0.4917100965976715,910,,,,,,
0.5252753496170044,911,,,,,,
0.5553373694419861,912,,,,,,
,3402,0.8703835010528564,82,0.5399691462516785,,,
,3402,,82,,0.9622707962989807,,
0.5598657131195068,913,,,,,,
0.5503381490707397,914,,,,,,
0.5077380537986755,915,,,,,,
0.5656846761703491,916,,,,,,
0.5382001399993896,917,,,,,,
0.5117608904838562,918,,,,,,
0.518954873085022,919,,,,,,
0.48793619871139526,920,,,,,,
0.5199912786483765,921,,,,,,
0.556455135345459,922,,,,,,
0.5027685761451721,923,,,,,,
,3443,0.8780184388160706,83,0.5290630459785461,,,
,3443,,83,,0.9704508185386658,,
,3449,,84,,,1.014089584350586,0.703125
0.5322737097740173,924,,,,,,
0.5411245226860046,925,,,,,,
0.5058372616767883,926,,,,,,
0.5117623209953308,927,,,,,,
0.52684485912323,928,,,,,,
0.49879637360572815,929,,,,,,
0.4756483733654022,930,,,,,,
0.5287848711013794,931,,,,,,
0.47414469718933105,932,,,,,,
0.5311428308486938,933,,,,,,
0.5216211676597595,934,,,,,,
,3484,0.8872514367103577,84,0.5134527683258057,,,
,3484,,84,,0.963280200958252,,
,3499,,85,,,0.9590049982070923,0.732421875
0.5015882849693298,935,,,,,,
0.4955478608608246,936,,,,,,
0.5034360885620117,937,,,,,,
0.43433648347854614,938,,,,,,
0.5592875480651855,939,,,,,,
0.5168969035148621,940,,,,,,
0.5689569711685181,941,,,,,,
0.4447498619556427,942,,,,,,
0.4981529414653778,943,,,,,,
0.514528214931488,944,,,,,,
0.47095030546188354,945,,,,,,
,3525,0.8849431872367859,85,0.5007664561271667,,,
,3525,,85,,0.9655766487121582,,
,3549,,86,,,0.9791402816772461,0.71484375
0.5093930959701538,946,,,,,,
0.5463435649871826,947,,,,,,
0.5228883028030396,948,,,,,,
0.5529845356941223,949,,,,,,
0.48000138998031616,950,,,,,,
0.512467622756958,951,,,,,,
0.4840732514858246,952,,,,,,
0.5247166752815247,953,,,,,,
0.5256328582763672,954,,,,,,
0.4731920063495636,955,,,,,,
0.61297607421875,956,,,,,,
,3566,0.8845880627632141,86,0.5222426652908325,,,
,3566,,86,,0.9603317975997925,,
,3599,,87,,,0.9881728291511536,0.69921875
0.5132218599319458,957,,,,,,
0.5199638605117798,958,,,,,,
0.5629122853279114,959,,,,,,
0.5106080174446106,960,,,,,,
0.4928553104400635,961,,,,,,
0.5727958679199219,962,,,,,,
0.47487175464630127,963,,,,,,
0.5104947686195374,964,,,,,,
0.49392229318618774,965,,,,,,
0.511458694934845,966,,,,,,
0.5633875727653503,967,,,,,,
,3607,0.8748224377632141,87,0.5205901861190796,,,
,3607,,87,,0.9673665761947632,,
0.5379729866981506,968,,,,,,
0.47876662015914917,969,,,,,,
0.5305182337760925,970,,,,,,
0.5435574650764465,971,,,,,,
0.5089197158813477,972,,,,,,
0.5592893958091736,973,,,,,,
0.49955663084983826,974,,,,,,
0.44233980774879456,975,,,,,,
0.5293680429458618,976,,,,,,
0.49851492047309875,977,,,,,,
0.5696185231208801,978,,,,,,
,3648,0.8792613744735718,88,0.5180383920669556,,,
,3648,,88,,0.9677854180335999,,
,3649,,89,,,0.9995067715644836,0.703125
0.4846772849559784,979,,,,,,
0.5552935600280762,980,,,,,,
0.5724555850028992,981,,,,,,
0.5033572316169739,982,,,,,,
0.5334693789482117,983,,,,,,
0.49097999930381775,984,,,,,,
0.5741521120071411,985,,,,,,
0.5389800667762756,986,,,,,,
0.49018457531929016,987,,,,,,
0.5032135248184204,988,,,,,,
0.5404495000839233,989,,,,,,
,3689,0.876953125,89,0.5261102318763733,,,
,3689,,89,,0.9625847935676575,,
,3699,,90,,,0.9486063718795776,0.734375
0.5444092154502869,990,,,,,,
0.5593429207801819,991,,,,,,
0.5313056707382202,992,,,,,,
0.5340920686721802,993,,,,,,
0.4932759702205658,994,,,,,,
0.5041840076446533,995,,,,,,
0.5838360786437988,996,,,,,,
0.5012607574462891,997,,,,,,
0.610310971736908,998,,,,,,
0.4957429766654968,999,,,,,,
0.4924543797969818,1000,,,,,,
,3730,0.8705610632896423,90,0.5318377017974854,,,
,3730,,90,,0.9698100090026855,,
,3749,,91,,,0.9176093339920044,0.7421875
0.5198867321014404,1001,,,,,,
0.5533846020698547,1002,,,,,,
0.5180750489234924,1003,,,,,,
0.5433326959609985,1004,,,,,,
0.4834114909172058,1005,,,,,,
0.5262089967727661,1006,,,,,,
0.5521859526634216,1007,,,,,,
0.4796547293663025,1008,,,,,,
0.5173107981681824,1009,,,,,,
0.4957028329372406,1010,,,,,,
0.5276480913162231,1011,,,,,,
,3771,0.8671875,91,0.5197092294692993,,,
,3771,,91,,0.9611793160438538,,
,3799,,92,,,0.9464383125305176,0.740234375
0.48419469594955444,1012,,,,,,
0.5091753602027893,1013,,,,,,
0.4169934093952179,1014,,,,,,
0.5342282056808472,1015,,,,,,
0.5527595281600952,1016,,,,,,
0.5193261504173279,1017,,,,,,
0.5206100344657898,1018,,,,,,
0.5053618550300598,1019,,,,,,
0.523956298828125,1020,,,,,,
0.5031778812408447,1021,,,,,,
0.4936874806880951,1022,,,,,,
,3812,0.87890625,92,0.5057700872421265,,,
,3812,,92,,0.9624401330947876,,
,3849,,93,,,1.0655397176742554,0.69140625
0.5413132309913635,1023,,,,,,
0.523505687713623,1024,,,,,,
0.5216590166091919,1025,,,,,,
0.5316811800003052,1026,,,,,,
0.5189075469970703,1027,,,,,,
0.5444913506507874,1028,,,,,,
0.5453366041183472,1029,,,,,,
0.5166431069374084,1030,,,,,,
0.5564449429512024,1031,,,,,,
0.5535510778427124,1032,,,,,,
0.5413364768028259,1033,,,,,,
,3853,0.87109375,93,0.5358973145484924,,,
,3853,,93,,0.9661591649055481,,
0.5430960655212402,1034,,,,,,
0.5474814176559448,1035,,,,,,
0.5031883120536804,1036,,,,,,
0.5135385394096375,1037,,,,,,
0.5355719327926636,1038,,,,,,
0.5169305801391602,1039,,,,,,
0.5110194087028503,1040,,,,,,
0.516897439956665,1041,,,,,,
0.5174223780632019,1042,,,,,,
0.4619840979576111,1043,,,,,,
0.5002305507659912,1044,,,,,,
,3894,0.8726917505264282,94,0.5152145624160767,,,
,3894,,94,,0.9613447189331055,,
,3899,,95,,,0.9645479321479797,0.728515625
0.47696197032928467,1045,,,,,,
0.5329367518424988,1046,,,,,,
0.5201302170753479,1047,,,,,,
0.5102630257606506,1048,,,,,,
0.5396683812141418,1049,,,,,,
0.5324112772941589,1050,,,,,,
0.5424187183380127,1051,,,,,,
0.5935909748077393,1052,,,,,,
0.5889651775360107,1053,,,,,,
0.47584325075149536,1054,,,,,,
0.5450360774993896,1055,,,,,,
,3935,0.8719815611839294,95,0.5325660109519958,,,
,3935,,95,,0.96636563539505,,
,3949,,96,,,1.0003637075424194,0.734375
0.5024001002311707,1056,,,,,,
0.5007850527763367,1057,,,,,,
0.43860048055648804,1058,,,,,,
0.5395122766494751,1059,,,,,,
0.4908963739871979,1060,,,,,,
0.5089648962020874,1061,,,,,,
0.5174266695976257,1062,,,,,,
0.48315295577049255,1063,,,,,,
0.517857551574707,1064,,,,,,
0.5077340006828308,1065,,,,,,
0.5069673657417297,1066,,,,,,
,3976,0.8805042505264282,96,0.5012997984886169,,,
,3976,,96,,0.9714108109474182,,
,3999,,97,,,0.8813650608062744,0.728515625
0.5403686165809631,1067,,,,,,
0.4765876233577728,1068,,,,,,
0.5354319214820862,1069,,,,,,
0.5373772382736206,1070,,,,,,
0.5439829230308533,1071,,,,,,
0.4906669855117798,1072,,,,,,
0.5267056226730347,1073,,,,,,
0.5424290895462036,1074,,,,,,
0.45469141006469727,1075,,,,,,
0.549384355545044,1076,,,,,,
0.5022604465484619,1077,,,,,,
,4017,0.8812144994735718,97,0.518171489238739,,,
,4017,,97,,0.9638234376907349,,
,4049,,98,,,0.9339555501937866,0.73046875
0.5451194643974304,1078,,,,,,
0.49011555314064026,1079,,,,,,
0.5374650955200195,1080,,,,,,
0.47731417417526245,1081,,,,,,
0.510141909122467,1082,,,,,,
0.5978485941886902,1083,,,,,,
0.5220074653625488,1084,,,,,,
0.5142346620559692,1085,,,,,,
0.5244001150131226,1086,,,,,,
0.5061848163604736,1087,,,,,,
0.501596987247467,1088,,,,,,
,4058,0.873046875,98,0.5205844044685364,,,
,4058,,98,,0.9634771347045898,,
,4099,,99,,,1.006434440612793,0.724609375
0.5201020240783691,1089,,,,,,
0.49126243591308594,1090,,,,,,
0.5469440221786499,1091,,,,,,
0.5626829862594604,1092,,,,,,
0.4751606583595276,1093,,,,,,
0.5468091368675232,1094,,,,,,
0.5458847880363464,1095,,,,,,
0.5305986404418945,1096,,,,,,
0.4975607097148895,1097,,,,,,
0.5127727389335632,1098,,,,,,
0.5349897146224976,1099,,,,,,
,4099,0.8803266882896423,99,0.5240697860717773,,,
,4099,,99,,0.9607447385787964,,
