step,val_cross_entropy_step,val_cross_entropy_epoch,val_acc,epoch,cross_entropy_epoch,cross_entropy_step,train_acc
37,0.2035103142261505,,,,,,
189,,0.19368690252304077,0.92724609375,18,,,
189,,,,18,0.2061346471309662,,
199,,,,19,,0.2422608584165573,0.91162109375
38,0.2356344759464264,,,,,,
39,0.21917299926280975,,,,,,
199,,0.22740373015403748,0.920166015625,19,,,
199,,,,19,0.21129846572875977,,
40,0.1924092024564743,,,,,,
41,0.19185952842235565,,,,,,
209,,0.19213436543941498,0.927978515625,20,,,
209,,,,20,0.21622908115386963,,
42,0.22965140640735626,,,,,,
43,0.20500226318836212,,,,,,
219,,0.2173268347978592,0.922607421875,21,,,
219,,,,21,0.2064312994480133,,
44,0.2099849283695221,,,,,,
45,0.2224874198436737,,,,,,
229,,0.2162361741065979,0.909423828125,22,,,
229,,,,22,0.19912785291671753,,
46,0.2016187310218811,,,,,,
47,0.17157281935214996,,,,,,
239,,0.18659576773643494,0.929443359375,23,,,
239,,,,23,0.204104945063591,,
249,,,,24,,0.20640745759010315,0.93603515625
48,0.18718956410884857,,,,,,
49,0.20864559710025787,,,,,,
249,,0.19791758060455322,0.92431640625,24,,,
249,,,,24,0.1945609152317047,,
50,0.21742019057273865,,,,,,
51,0.22310616075992584,,,,,,
259,,0.22026318311691284,0.919189453125,25,,,
259,,,,25,0.20174971222877502,,
52,0.19987215101718903,,,,,,
53,0.1855114996433258,,,,,,
269,,0.192691832780838,0.9296875,26,,,
269,,,,26,0.21033141016960144,,
54,0.20895425975322723,,,,,,
55,0.19396919012069702,,,,,,
279,,0.20146173238754272,0.92724609375,27,,,
279,,,,27,0.19960066676139832,,
56,0.21735577285289764,,,,,,
57,0.22365081310272217,,,,,,
289,,0.2205033004283905,0.91259765625,28,,,
289,,,,28,0.19579991698265076,,
299,,,,29,,0.20571699738502502,0.93408203125
58,0.1771754026412964,,,,,,
59,0.1961398869752884,,,,,,
299,,0.1866576373577118,0.93115234375,29,,,
299,,,,29,0.19587627053260803,,
60,0.18697446584701538,,,,,,
61,0.1974528431892395,,,,,,
309,,0.19221365451812744,0.9345703125,30,,,
309,,,,30,0.1959708034992218,,
62,0.1927943080663681,,,,,,
63,0.18701279163360596,,,,,,
319,,0.18990355730056763,0.92822265625,31,,,
319,,,,31,0.19838391244411469,,
64,0.19086524844169617,,,,,,
65,0.1937403678894043,,,,,,
329,,0.19230280816555023,0.930908203125,32,,,
329,,,,32,0.20653370022773743,,
66,0.215060755610466,,,,,,
67,0.18913105130195618,,,,,,
339,,0.2020958960056305,0.92041015625,33,,,
339,,,,33,0.21079468727111816,,
349,,,,34,,0.22822938859462738,0.91943359375
68,0.22556808590888977,,,,,,
69,0.20807085931301117,,,,,,
349,,0.21681946516036987,0.920166015625,34,,,
349,,,,34,0.20501092076301575,,
70,0.17552806437015533,,,,,,
71,0.18189506232738495,,,,,,
359,,0.17871156334877014,0.9345703125,35,,,
359,,,,35,0.2003755122423172,,
72,0.18921531736850739,,,,,,
73,0.1879272311925888,,,,,,
369,,0.1885712742805481,0.931396484375,36,,,
369,,,,36,0.19074663519859314,,
74,0.19188964366912842,,,,,,
75,0.1903529167175293,,,,,,
379,,0.19112128019332886,0.927978515625,37,,,
379,,,,37,0.19084925949573517,,
76,0.21117007732391357,,,,,,
77,0.22808928787708282,,,,,,
389,,0.2196296751499176,0.9169921875,38,,,
389,,,,38,0.19726842641830444,,
399,,,,39,,0.19894804060459137,0.9384765625
78,0.19744235277175903,,,,,,
79,0.18629147112369537,,,,,,
399,,0.1918669044971466,0.935302734375,39,,,
399,,,,39,0.20272716879844666,,
80,0.18650421500205994,,,,,,
81,0.22269843518733978,,,,,,
409,,0.20460131764411926,0.927490234375,40,,,
409,,,,40,0.19050708413124084,,
82,0.2167646288871765,,,,,,
83,0.2030646950006485,,,,,,
419,,0.2099146544933319,0.9140625,41,,,
419,,,,41,0.197795107960701,,
84,0.18004630506038666,,,,,,
85,0.1870165914297104,,,,,,
429,,0.18353144824504852,0.931396484375,42,,,
429,,,,42,0.19865301251411438,,
86,0.23103339970111847,,,,,,
87,0.23156514763832092,,,,,,
439,,0.2312992811203003,0.912109375,43,,,
439,,,,43,0.19576109945774078,,
449,,,,44,,0.24589918553829193,0.91259765625
88,0.21542133390903473,,,,,,
89,0.23068106174468994,,,,,,
449,,0.22305119037628174,0.91845703125,44,,,
449,,,,44,0.20500755310058594,,
90,0.17082160711288452,,,,,,
91,0.19740301370620728,,,,,,
459,,0.1841123104095459,0.929443359375,45,,,
459,,,,45,0.19741912186145782,,
92,0.21642456948757172,,,,,,
93,0.19329127669334412,,,,,,
469,,0.20485791563987732,0.92578125,46,,,
469,,,,46,0.19931018352508545,,
94,0.19986499845981598,,,,,,
95,0.1903844028711319,,,,,,
479,,0.19512470066547394,0.927978515625,47,,,
479,,,,47,0.19972442090511322,,
96,0.20770995318889618,,,,,,
97,0.1688198745250702,,,,,,
489,,0.1882649064064026,0.932861328125,48,,,
489,,,,48,0.1937992125749588,,
499,,,,49,,0.2186642736196518,0.92041015625
98,0.17699505388736725,,,,,,
99,0.18692274391651154,,,,,,
499,,0.1819588989019394,0.934326171875,49,,,
499,,,,49,0.19984866678714752,,
100,0.17286193370819092,,,,,,
101,0.1912248730659485,,,,,,
509,,0.1820434033870697,0.93359375,50,,,
509,,,,50,0.19602587819099426,,
102,0.18319696187973022,,,,,,
103,0.21094761788845062,,,,,,
519,,0.19707229733467102,0.932861328125,51,,,
519,,,,51,0.19181062281131744,,
104,0.17956042289733887,,,,,,
105,0.189482182264328,,,,,,
529,,0.18452130258083344,0.93212890625,52,,,
529,,,,52,0.2025165855884552,,
106,0.18110302090644836,,,,,,
107,0.22444918751716614,,,,,,
539,,0.20277610421180725,0.925048828125,53,,,
539,,,,53,0.1947733610868454,,
549,,,,54,,0.18852229416370392,0.93603515625
108,0.19507215917110443,,,,,,
109,0.19342480599880219,,,,,,
549,,0.1942484825849533,0.928955078125,54,,,
549,,,,54,0.19296512007713318,,
110,0.19663649797439575,,,,,,
111,0.20421509444713593,,,,,,
559,,0.20042580366134644,0.928466796875,55,,,
559,,,,55,0.1987309753894806,,
112,0.21060219407081604,,,,,,
113,0.19840677082538605,,,,,,
569,,0.20450448989868164,0.9287109375,56,,,
569,,,,56,0.196414977312088,,
114,0.1929524689912796,,,,,,
115,0.21166163682937622,,,,,,
579,,0.20230704545974731,0.9248046875,57,,,
579,,,,57,0.19304083287715912,,
116,0.2553509771823883,,,,,,
117,0.21385473012924194,,,,,,
589,,0.23460285365581512,0.908203125,58,,,
589,,,,58,0.1949964463710785,,
599,,,,59,,0.2057247906923294,0.9326171875
118,0.18127918243408203,,,,,,
119,0.21903517842292786,,,,,,
599,,0.20015718042850494,0.921630859375,59,,,
599,,,,59,0.20509500801563263,,
120,0.19926540553569794,,,,,,
121,0.18687105178833008,,,,,,
609,,0.1930682361125946,0.9296875,60,,,
609,,,,60,0.20066872239112854,,
122,0.20828673243522644,,,,,,
123,0.18355946242809296,,,,,,
619,,0.1959230899810791,0.927734375,61,,,
619,,,,61,0.19608010351657867,,
124,0.21483226120471954,,,,,,
125,0.1982726901769638,,,,,,
629,,0.20655247569084167,0.918701171875,62,,,
629,,,,62,0.19806702435016632,,
126,0.18918058276176453,,,,,,
127,0.1995234191417694,,,,,,
639,,0.19435200095176697,0.9326171875,63,,,
639,,,,63,0.19533948600292206,,
649,,,,64,,0.20459657907485962,0.93505859375
128,0.19625043869018555,,,,,,
129,0.18297843635082245,,,,,,
649,,0.1896144449710846,0.92919921875,64,,,
649,,,,64,0.19113297760486603,,
130,0.20078922808170319,,,,,,
131,0.20927296578884125,,,,,,
659,,0.20503109693527222,0.926025390625,65,,,
659,,,,65,0.1908074915409088,,
132,0.19100362062454224,,,,,,
133,0.18950368463993073,,,,,,
669,,0.19025364518165588,0.9345703125,66,,,
669,,,,66,0.19197657704353333,,
134,0.19487369060516357,,,,,,
135,0.18101751804351807,,,,,,
679,,0.18794560432434082,0.936279296875,67,,,
679,,,,67,0.18770505487918854,,
136,0.19836419820785522,,,,,,
137,0.22403864562511444,,,,,,
689,,0.21120142936706543,0.920166015625,68,,,
689,,,,68,0.19461768865585327,,
699,,,,69,,0.18800701200962067,0.9287109375
138,0.17341963946819305,,,,,,
139,0.17967212200164795,,,,,,
699,,0.1765458881855011,0.934814453125,69,,,
699,,,,69,0.19696548581123352,,
140,0.20002484321594238,,,,,,
141,0.1876765489578247,,,,,,
709,,0.19385069608688354,0.933837890625,70,,,
709,,,,70,0.1898215413093567,,
142,0.18795865774154663,,,,,,
143,0.19758854806423187,,,,,,
719,,0.19277361035346985,0.927490234375,71,,,
719,,,,71,0.18671748042106628,,
144,0.1947263926267624,,,,,,
145,0.1974087804555893,,,,,,
729,,0.19606758654117584,0.935302734375,72,,,
729,,,,72,0.19053034484386444,,
146,0.2050408124923706,,,,,,
147,0.18871761858463287,,,,,,
739,,0.19687920808792114,0.9267578125,73,,,
739,,,,73,0.1923607736825943,,
749,,,,74,,0.20344607532024384,0.9287109375
148,0.20902743935585022,,,,,,
149,0.2032916098833084,,,,,,
749,,0.2061595320701599,0.92041015625,74,,,
749,,,,74,0.194126695394516,,
150,0.21735994517803192,,,,,,
151,0.2322693169116974,,,,,,
759,,0.22481462359428406,0.91552734375,75,,,
759,,,,75,0.20337994396686554,,
152,0.20212960243225098,,,,,,
153,0.19175925850868225,,,,,,
769,,0.1969444304704666,0.93115234375,76,,,
769,,,,76,0.20030470192432404,,
154,0.2079097330570221,,,,,,
155,0.19999510049819946,,,,,,
779,,0.20395241677761078,0.931640625,77,,,
779,,,,77,0.19877928495407104,,
156,0.19285032153129578,,,,,,
157,0.1645258218050003,,,,,,
789,,0.17868807911872864,0.936279296875,78,,,
789,,,,78,0.19625750184059143,,
799,,,,79,,0.1979648619890213,0.93310546875
158,0.18234603106975555,,,,,,
159,0.19838489592075348,,,,,,
799,,0.19036546349525452,0.9306640625,79,,,
799,,,,79,0.18884357810020447,,
160,0.21165956556797028,,,,,,
161,0.2020513415336609,,,,,,
809,,0.20685544610023499,0.921630859375,80,,,
809,,,,80,0.19183261692523956,,
162,0.2113092541694641,,,,,,
163,0.17754194140434265,,,,,,
819,,0.19442559778690338,0.92919921875,81,,,
819,,,,81,0.19729486107826233,,
164,0.21417784690856934,,,,,,
165,0.2353113740682602,,,,,,
829,,0.22474461793899536,0.915283203125,82,,,
829,,,,82,0.19674459099769592,,
166,0.20397023856639862,,,,,,
167,0.22749748826026917,,,,,,
839,,0.2157338559627533,0.91943359375,83,,,
839,,,,83,0.2015266865491867,,
849,,,,84,,0.21660399436950684,0.9248046875
168,0.1952904611825943,,,,,,
169,0.19613739848136902,,,,,,
849,,0.19571393728256226,0.9248046875,84,,,
849,,,,84,0.19366103410720825,,
170,0.18256959319114685,,,,,,
171,0.18112696707248688,,,,,,
859,,0.18184828758239746,0.931640625,85,,,
859,,,,85,0.18963904678821564,,
172,0.18011805415153503,,,,,,
173,0.17778627574443817,,,,,,
869,,0.178952157497406,0.932861328125,86,,,
869,,,,86,0.18709346652030945,,
174,0.19255247712135315,,,,,,
175,0.18050310015678406,,,,,,
879,,0.1865277886390686,0.925537109375,87,,,
879,,,,87,0.19038906693458557,,
176,0.23371431231498718,,,,,,
177,0.21357716619968414,,,,,,
889,,0.22364574670791626,0.9169921875,88,,,
889,,,,88,0.19370052218437195,,
899,,,,89,,0.20315547287464142,0.93115234375
178,0.2102680653333664,,,,,,
179,0.20795412361621857,,,,,,
899,,0.20911109447479248,0.921142578125,89,,,
899,,,,89,0.197005033493042,,
