val_cross_entropy_step,step,val_acc,epoch,val_cross_entropy_epoch,cross_entropy_epoch,cross_entropy_step,train_acc
2.5198705196380615,0,,,,,,
2.4760890007019043,1,,,,,,
2.5146775245666504,2,,,,,,
2.508418083190918,3,,,,,,
2.4854695796966553,4,,,,,,
2.502009868621826,5,,,,,,
2.4818813800811768,6,,,,,,
2.410867691040039,7,,,,,,
2.4753177165985107,8,,,,,,
2.5026557445526123,9,,,,,,
2.4639291763305664,10,,,,,,
,40,0.6599786877632141,0,2.485562324523926,,,
,40,,0,,3.0171637535095215,,
,49,,1,,,2.5365209579467773,0.541015625
1.9803978204727173,11,,,,,,
1.9122507572174072,12,,,,,,
1.9611865282058716,13,,,,,,
2.0170788764953613,14,,,,,,
1.9964146614074707,15,,,,,,
1.9692035913467407,16,,,,,,
1.991180419921875,17,,,,,,
1.9776713848114014,18,,,,,,
2.022920846939087,19,,,,,,
1.9788233041763306,20,,,,,,
1.9462037086486816,21,,,,,,
,81,0.8172940611839294,1,1.977575659751892,,,
,81,,1,,2.3688786029815674,,
,99,,2,,,1.8372631072998047,0.70703125
1.4546550512313843,22,,,,,,
1.3904240131378174,23,,,,,,
1.413723349571228,24,,,,,,
1.4261744022369385,25,,,,,,
1.432652473449707,26,,,,,,
1.4461947679519653,27,,,,,,
1.4380966424942017,28,,,,,,
1.429427146911621,29,,,,,,
1.4296870231628418,30,,,,,,
1.4167699813842773,31,,,,,,
1.4211530685424805,32,,,,,,
,122,0.8678977489471436,2,1.427177906036377,,,
,122,,2,,1.7965402603149414,,
,149,,3,,,1.260068416595459,0.755859375
0.8723769783973694,33,,,,,,
0.948243260383606,34,,,,,,
0.8959447741508484,35,,,,,,
0.8575548529624939,36,,,,,,
0.8609362840652466,37,,,,,,
0.8521835803985596,38,,,,,,
0.8572043776512146,39,,,,,,
0.8682481646537781,40,,,,,,
0.8508257269859314,41,,,,,,
0.895337700843811,42,,,,,,
0.883962094783783,43,,,,,,
,163,0.884765625,3,0.8766197562217712,,,
,163,,3,,1.3317492008209229,,
,199,,4,,,1.000848412513733,0.787109375
0.6441197991371155,44,,,,,,
0.6841691136360168,45,,,,,,
0.6413552761077881,46,,,,,,
0.6325968503952026,47,,,,,,
0.6332536339759827,48,,,,,,
0.6344627737998962,49,,,,,,
0.6687047481536865,50,,,,,,
0.6619909405708313,51,,,,,,
0.6792755722999573,52,,,,,,
0.6206777095794678,53,,,,,,
0.6366417407989502,54,,,,,,
,204,0.8904474377632141,4,0.6488407254219055,,,
,204,,4,,1.0571951866149902,,
0.552868664264679,55,,,,,,
0.5287132859230042,56,,,,,,
0.5575796365737915,57,,,,,,
0.5553064942359924,58,,,,,,
0.5245463848114014,59,,,,,,
0.5401965975761414,60,,,,,,
0.5654401779174805,61,,,,,,
0.569137454032898,62,,,,,,
0.48671573400497437,63,,,,,,
0.46886590123176575,64,,,,,,
0.5611411929130554,65,,,,,,
,245,0.8877840638160706,5,0.5373192429542542,,,
,245,,5,,0.9346023201942444,,
,249,,6,,,0.8493930697441101,0.791015625
0.5137551426887512,66,,,,,,
0.4533078372478485,67,,,,,,
0.5831829905509949,68,,,,,,
0.4559876620769501,69,,,,,,
0.5053761005401611,70,,,,,,
0.48406314849853516,71,,,,,,
0.5311945080757141,72,,,,,,
0.4767742455005646,73,,,,,,
0.48009103536605835,74,,,,,,
0.48880887031555176,75,,,,,,
0.4798721671104431,76,,,,,,
,286,0.8934659361839294,6,0.4956740140914917,,,
,286,,6,,0.8681147694587708,,
,299,,7,,,0.7907333374023438,0.810546875
0.5009112358093262,77,,,,,,
0.44716769456863403,78,,,,,,
0.49915504455566406,79,,,,,,
0.4857729971408844,80,,,,,,
0.44268810749053955,81,,,,,,
0.43661829829216003,82,,,,,,
0.409720242023468,83,,,,,,
0.514169454574585,84,,,,,,
0.5211837887763977,85,,,,,,
0.43753114342689514,86,,,,,,
0.4743056297302246,87,,,,,,
,327,0.8939985632896423,7,0.46992939710617065,,,
,327,,7,,0.8335750699043274,,
,349,,8,,,0.731326699256897,0.8125
0.40605631470680237,88,,,,,,
0.44976136088371277,89,,,,,,
0.47629037499427795,90,,,,,,
0.4158605635166168,91,,,,,,
0.48263019323349,92,,,,,,
0.4836040437221527,93,,,,,,
0.44980356097221375,94,,,,,,
0.4471692144870758,95,,,,,,
0.5124154686927795,96,,,,,,
0.4540724754333496,97,,,,,,
0.4281325042247772,98,,,,,,
,368,0.8916903138160706,8,0.4550723731517792,,,
,368,,8,,0.8167319893836975,,
,399,,9,,,0.73563551902771,0.8125
0.43920838832855225,99,,,,,,
0.4382898211479187,100,,,,,,
0.4546376168727875,101,,,,,,
0.45700588822364807,102,,,,,,
0.4851696789264679,103,,,,,,
0.4380044937133789,104,,,,,,
0.439263254404068,105,,,,,,
0.44962960481643677,106,,,,,,
0.47568240761756897,107,,,,,,
0.504372775554657,108,,,,,,
0.43367743492126465,109,,,,,,
,409,0.8909801244735718,9,0.4559037387371063,,,
,409,,9,,0.8112621903419495,,
,449,,10,,,0.7792065143585205,0.794921875
0.472318172454834,110,,,,,,
0.4815632402896881,111,,,,,,
0.42768988013267517,112,,,,,,
0.41993507742881775,113,,,,,,
0.43151962757110596,114,,,,,,
0.44291940331459045,115,,,,,,
0.4040036201477051,116,,,,,,
0.4031701385974884,117,,,,,,
0.46733853220939636,118,,,,,,
0.45932620763778687,119,,,,,,
0.43396690487861633,120,,,,,,
,450,0.8908025622367859,10,0.4403409957885742,,,
,450,,10,,0.8019827604293823,,
0.4152810871601105,121,,,,,,
0.48774558305740356,122,,,,,,
0.46254101395606995,123,,,,,,
0.4266694486141205,124,,,,,,
0.4145965576171875,125,,,,,,
0.4579184055328369,126,,,,,,
0.5059254169464111,127,,,,,,
0.44378501176834106,128,,,,,,
0.41745248436927795,129,,,,,,
0.48421981930732727,130,,,,,,
0.4585378170013428,131,,,,,,
,491,0.8881391882896423,11,0.45224303007125854,,,
,491,,11,,0.7999811172485352,,
,499,,12,,,0.8216622471809387,0.75
0.41572025418281555,132,,,,,,
0.35009607672691345,133,,,,,,
0.436040461063385,134,,,,,,
0.4307786226272583,135,,,,,,
0.39468541741371155,136,,,,,,
0.40766966342926025,137,,,,,,
0.37759193778038025,138,,,,,,
0.41925525665283203,139,,,,,,
0.42966997623443604,140,,,,,,
0.4247637093067169,141,,,,,,
0.41074138879776,142,,,,,,
,532,0.8963068127632141,12,0.408819317817688,,,
,532,,12,,0.8120298385620117,,
,549,,13,,,0.857343852519989,0.771484375
0.42726483941078186,143,,,,,,
0.4273797273635864,144,,,,,,
0.40962550044059753,145,,,,,,
0.4780898094177246,146,,,,,,
0.44776010513305664,147,,,,,,
0.4765605032444,148,,,,,,
0.43963080644607544,149,,,,,,
0.43157461285591125,150,,,,,,
0.42721596360206604,151,,,,,,
0.43002787232398987,152,,,,,,
0.40916332602500916,153,,,,,,
,573,0.8955965638160706,13,0.43675392866134644,,,
,573,,13,,0.7925552725791931,,
,599,,14,,,0.8076949119567871,0.7890625
0.4540574252605438,154,,,,,,
0.4279889166355133,155,,,,,,
0.3955889344215393,156,,,,,,
0.4359636604785919,157,,,,,,
0.40877118706703186,158,,,,,,
0.408488929271698,159,,,,,,
0.37425628304481506,160,,,,,,
0.38563743233680725,161,,,,,,
0.42488086223602295,162,,,,,,
0.4340651333332062,163,,,,,,
0.4637097716331482,164,,,,,,
,614,0.8947088122367859,14,0.41940081119537354,,,
,614,,14,,0.7943115234375,,
,649,,15,,,0.7796167731285095,0.767578125
0.3593624234199524,165,,,,,,
0.4368242025375366,166,,,,,,
0.4120792746543884,167,,,,,,
0.37890198826789856,168,,,,,,
0.3914877474308014,169,,,,,,
0.39362651109695435,170,,,,,,
0.42650139331817627,171,,,,,,
0.4522010087966919,172,,,,,,
0.37618348002433777,173,,,,,,
0.40196770429611206,174,,,,,,
0.4068085551261902,175,,,,,,
,655,0.9037641882896423,15,0.40326759219169617,,,
,655,,15,,0.789260983467102,,
0.42327332496643066,176,,,,,,
0.40159428119659424,177,,,,,,
0.44185641407966614,178,,,,,,
